#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
44,OMI CET,000-BBD-706,2458409.73862,9.518,0.009,False,Johnson B,CCD,SAH,,False
45,OMI_CET,000-BBD-706,2458410.71052,9.701,0.046,False,Johnson B,CCD,SFRA,1.653,False
46,OMI_CET,000-BBD-706,2458410.71052,9.745,0.018,False,Johnson B,CCD,SFRA,1.653,False
47,OMI_CET,000-BBD-706,2458411.19416,9.640,0.009,False,Johnson B,CCD,SFRA,1.853,False
48,OMI_CET,000-BBD-706,2458411.67780,9.608,0.017,False,Johnson B,CCD,SFRA,2.052,False
49,OMI_CET,000-BBD-706,2458416.71911,8.909,0.009,False,Johnson B,CCD,SFRA,1.457,False
50,OMI_CET,000-BBD-706,2458417.65786,8.679,0.003,False,Johnson B,CCD,SFRA,2.117,False
51,OMI_CET,000-BBD-706,2458419.68405,8.311,0.011,False,Johnson B,CCD,SFRA,1.672,False
52,OMI CET,000-BBD-706,2458425.71899,6.643,0.016,False,Johnson B,CCD,SAH,,False
53,OMI CET,000-BBD-706,2458425.74740,5.680,0.022,False,Johnson V,CCD,SAH,,False
54,OMI CET,000-BBD-706,2458427.4347,5.540,0.016,False,Johnson V,DSLR,VOL,1.53,True
55,OMI CET,000-BBD-706,2458433.85421,6.050,0.023,False,Johnson B,CCD,SAH,,False
56,OMI CET,000-BBD-706,2458433.85769,4.793,0.013,False,Johnson V,CCD,SAH,,False
57,OMI CET,000-BBD-706,2458434.2677,4.705,0.029,False,Johnson V,DSLR,VOL,2.48,True
58,OMI CET,000-BBD-706,2458434.2709,4.741,0.035,False,Johnson V,DSLR,VOL,2.42,True
59,OMI CET,000-BBD-706,2458450.83188,5.502,0.055,False,Johnson B,CCD,SAH,,False
60,OMI CET,000-BBD-706,2458450.83951,4.319,0.049,False,Johnson V,CCD,SAH,,False
61,OMI CET,000-BBD-706,2458451.3312,3.953,0.009,False,Johnson V,DSLR,VOL,1.56,True
62,OMI CET,000-BBD-706,2458457.3370,3.879,0.017,False,Johnson V,DSLR,VOL,1.53,True
63,OMI CET,000-BBD-706,2458457.3391,3.905,0.015,False,Johnson V,DSLR,VOL,1.53,True
64,OMI CET,000-BBD-706,2458458.3348,3.895,0.015,False,Johnson V,DSLR,VOL,1.53,True
65,OMI CET,000-BBD-706,2458459.56576,5.129,0.040,False,Johnson B,CCD,SAH,,False
66,OMI CET,000-BBD-706,2458459.57865,3.879,0.018,False,Johnson V,CCD,SAH,,False
67,OMI CET,000-BBD-706,2458461.3257,3.915,0.019,False,Johnson V,DSLR,VOL,1.53,True
68,OMI CET,000-BBD-706,2458467.54812,5.213,0.031,False,Johnson B,CCD,SAH,,False
69,OMI CET,000-BBD-706,2458467.55257,3.940,0.019,False,Johnson V,CCD,SAH,,False
70,OMI CET,000-BBD-706,2458471.2025,4.074,0.025,False,Johnson V,DSLR,VOL,1.96,True
71,OMI CET,000-BBD-706,2458471.2043,4.041,0.017,False,Johnson V,DSLR,VOL,1.95,True
72,omi Cet,000-BBD-706,2458476.4388,4.159,0.058,False,Johnson V,DSLR,SHS,1.705,True
73,OMI CET,000-BBD-706,2458479.2976,4.108,0.022,False,Johnson V,DSLR,VOL,1.53,True
74,OMI CET,000-BBD-706,2458484.1912,4.197,0.011,False,Johnson V,DSLR,VOL,1.77,True
75,OMI CET,000-BBD-706,2458486.3990,4.252,0.015,False,Johnson V,DSLR,VOL,2.27,True
76,OMI CET,000-BBD-706,2458486.4011,4.275,0.013,False,Johnson V,DSLR,VOL,2.30,True
77,OMI CET,000-BBD-706,2458487.62841,5.518,0.031,False,Johnson B,CCD,SAH,,False
78,OMI CET,000-BBD-706,2458487.63384,4.260,0.023,False,Johnson V,CCD,SAH,,False
79,OMI CET,000-BBD-706,2458488.52242,5.548,0.038,False,Johnson B,CCD,SAH,,False
80,OMI CET,000-BBD-706,2458488.52675,4.261,0.026,False,Johnson V,CCD,SAH,,False
81,OMI CET,000-BBD-706,2458493.56015,5.568,0.046,False,Johnson B,CCD,SAH,,False
82,OMI CET,000-BBD-706,2458493.57661,4.326,0.033,False,Johnson V,CCD,SAH,,False
83,OMI CET,000-BBD-706,2458501.2004,4.587,0.013,False,Johnson V,DSLR,VOL,1.55,True
84,OMI_CET,000-BBD-706,2458501.56082,5.757,0.008,False,Johnson B,CCD,SFRA,1.232,False
85,OMI_CET,000-BBD-706,2458501.56367,4.522,0.019,False,Johnson V,CCD,SFRA,1.231,False
86,OMI CET,000-BBD-706,2458502.2437,4.583,0.020,False,Johnson V,DSLR,VOL,1.54,True
87,OMI CET,000-BBD-706,2458503.58621,5.857,0.057,False,Johnson B,CCD,SAH,,False
88,OMI CET,000-BBD-706,2458503.58979,4.665,0.020,False,Johnson V,CCD,SAH,,False
89,OMI_CET,000-BBD-706,2458510.65575,6.010,0.005,False,Johnson B,CCD,SFRA,1.665,False
90,OMI CET,000-BBD-706,2458512.2755,4.895,0.016,False,Johnson V,DSLR,VOL,1.74,True
91,OMI CET,000-BBD-706,2458514.51721,6.144,0.050,False,Johnson B,CCD,SAH,,False
92,OMI CET,000-BBD-706,2458514.52117,4.925,0.034,False,Johnson V,CCD,SAH,,False
93,OMI_CET,000-BBD-706,2458515.64164,6.147,0.006,False,Johnson B,CCD,SFRA,1.658,False
94,OMI CET,000-BBD-706,2458520.2360,5.095,0.023,False,Johnson V,DSLR,VOL,1.65,True
95,OMI CET,000-BBD-706,2458520.2378,5.113,0.021,False,Johnson V,DSLR,VOL,1.66,True
96,OMI CET,000-BBD-706,2458523.2288,5.246,0.019,False,Johnson V,DSLR,VOL,1.65,True
97,OMI CET,000-BBD-706,2458523.53260,6.397,0.065,False,Johnson B,CCD,SAH,,False
98,OMI CET,000-BBD-706,2458523.53616,5.213,0.010,False,Johnson V,CCD,SAH,,False
99,OMI CET,000-BBD-706,2458530.52755,6.763,0.092,False,Johnson B,CCD,SAH,,False
100,OMI CET,000-BBD-706,2458530.53096,5.460,0.055,False,Johnson V,CCD,SAH,,False
101,omi Cet,000-BBD-706,2458538.5180,5.483,0.022,False,Johnson V,DSLR,SHS,3.253,True
102,OMI_CET,000-BBD-706,2458668.95762,9.819,0.049,False,Johnson B,CCD,SFRA,2.385,False
103,OMI_CET,000-BBD-706,2458669.96427,10.222,0.059,False,Johnson B,CCD,SFRA,2.169,False
104,OMI CET,000-BBD-706,2458694.88256,8.587,0.024,False,Johnson V,CCD,SAH,,False
105,OMI CET,000-BBD-706,2458694.89696,9.693,0.029,False,Johnson B,CCD,SAH,,False
106,MIRA,000-BBD-706,2458699.409416,9.17,0.002,False,Johnson V,CCD,NADA,2.27,False
107,OMI CET,000-BBD-706,2458704.87219,8.546,0.016,False,Johnson V,CCD,SAH,,False
108,OMI CET,000-BBD-706,2458704.88819,9.663,0.024,False,Johnson B,CCD,SAH,,False
109,MIRA,000-BBD-706,2458705.578,8.28,0.0025,False,Johnson V,CCD,NADA,1.929,False
110,OMI CET,000-BBD-706,2458712.88326,8.302,0.020,False,Johnson V,CCD,SAH,,False
111,OMI CET,000-BBD-706,2458712.90159,9.487,0.053,False,Johnson B,CCD,SAH,,False
112,OMI CET,000-BBD-706,2458719.86313,8.195,0.012,False,Johnson V,CCD,SAH,,False
113,OMI CET,000-BBD-706,2458719.87786,9.447,0.015,False,Johnson B,CCD,SAH,,False
114,OMI CET,000-BBD-706,2458725.80470,7.885,0.013,False,Johnson V,CCD,SAH,,False
115,OMI CET,000-BBD-706,2458725.82208,9.259,0.017,False,Johnson B,CCD,SAH,,False
116,OMI CET,000-BBD-706,2458733.82318,7.071,0.016,False,Johnson V,CCD,SAH,,False
117,OMI CET,000-BBD-706,2458733.83489,8.089,0.031,False,Johnson B,CCD,SAH,,False
118,OMI CET,000-BBD-706,2458740.76673,6.037,0.019,False,Johnson V,CCD,SAH,,False
119,OMI CET,000-BBD-706,2458740.77697,7.029,0.018,False,Johnson B,CCD,SAH,,False
120,OMI CET,000-BBD-706,2458747.75111,5.312,0.024,False,Johnson B,CCD,SAH,,False
121,OMI CET,000-BBD-706,2458747.76550,4.484,0.049,False,Johnson V,CCD,SAH,,False
122,OMI CET,000-BBD-706,2458748.5434,4.356,0.011,False,Johnson V,DSLR,VOL,1.53,True
123,OMI CET,000-BBD-706,2458752.83257,3.711,0.014,False,Johnson V,CCD,SAH,,False
124,OMI CET,000-BBD-706,2458752.84367,5.079,0.027,False,Johnson B,CCD,SAH,,False
125,OMI CET,000-BBD-706,2458757.6569,3.365,0.010,False,Johnson V,DSLR,VOL,2.28,True
126,OMI CET,000-BBD-706,2458758.4027,3.266,0.011,False,Johnson V,DSLR,VOL,2.12,True
127,OMI CET,000-BBD-706,2458760.72538,3.099,0.017,False,Johnson V,CCD,SAH,,False
128,OMI CET,000-BBD-706,2458760.73768,4.436,0.017,False,Johnson B,CCD,SAH,,False
129,OMI CET,000-BBD-706,2458763.77576,4.290,0.018,False,Johnson B,CCD,SAH,,False
130,OMI CET,000-BBD-706,2458763.78488,2.948,0.007,False,Johnson V,CCD,SAH,,False
131,OMI CET,000-BBD-706,2458767.3540,2.860,0.015,False,Johnson V,DSLR,VOL,2.52,True
132,OMI CET,000-BBD-706,2458767.3879,2.942,0.017,False,Johnson V,DSLR,VOL,2.00,True
133,OMI CET,000-BBD-706,2458773.2936,2.808,0.064,False,Johnson V,DSLR,VOL,4.21,True
134,OMI CET,000-BBD-706,2458773.2963,2.866,0.018,False,Johnson V,DSLR,VOL,4.03,True
135,OMI CET,000-BBD-706,2458773.6008,2.822,0.016,False,Johnson V,DSLR,VOL,2.10,True
136,OMI CET,000-BBD-706,2458778.3106,2.754,0.022,False,Johnson V,DSLR,VOL,2.84,True
137,OMI CET,000-BBD-706,2458778.5806,2.903,0.014,False,Johnson V,DSLR,VOL,2.02,True
138,OMI CET,000-BBD-706,2458780.6146,2.998,0.020,False,Johnson V,DSLR,VOL,2.69,True
139,OMI CET,000-BBD-706,2458781.3570,2.805,0.017,False,Johnson V,DSLR,VOL,1.93,True
140,OMI CET,000-BBD-706,2458781.3728,2.856,0.019,False,Johnson V,DSLR,VOL,1.80,True
141,OMI CET,000-BBD-706,2458782.67915,4.182,0.013,False,Johnson B,CCD,SAH,,False
142,OMI CET,000-BBD-706,2458782.68418,2.799,0.010,False,Johnson V,CCD,SAH,,False
143,OMI CET,000-BBD-706,2458783.4074,2.827,0.014,False,Johnson V,DSLR,VOL,1.60,True
144,OMI CET,000-BBD-706,2458787.3685,2.880,0.015,False,Johnson V,DSLR,VOL,1.72,True
145,OMI CET,000-BBD-706,2458788.65456,4.299,0.020,False,Johnson B,CCD,SAH,,False
146,OMI CET,000-BBD-706,2458788.65834,2.995,0.009,False,Johnson V,CCD,SAH,,False
147,OMI CET,000-BBD-706,2458792.4019,3.109,0.008,False,Johnson V,DSLR,VOL,1.55,True
148,OMI CET,000-BBD-706,2458795.3780,3.251,0.024,False,Johnson V,DSLR,VOL,1.59,True
149,OMI CET,000-BBD-706,2458795.3794,3.279,0.030,False,Johnson V,DSLR,VOL,1.59,True
150,OMI CET,000-BBD-706,2458795.64172,4.537,0.027,False,Johnson B,CCD,SAH,,False
151,OMI CET,000-BBD-706,2458795.64520,3.251,0.009,False,Johnson V,CCD,SAH,,False
152,OMI CET,000-BBD-706,2458802.2545,3.537,0.021,False,Johnson V,DSLR,VOL,2.60,True
153,OMI CET,000-BBD-706,2458802.61929,3.580,0.020,False,Johnson V,CCD,SAH,,False
154,OMI CET,000-BBD-706,2458802.63187,4.901,0.037,False,Johnson B,CCD,SAH,,False
155,OMI CET,000-BBD-706,2458806.2300,3.677,0.009,False,Johnson V,DSLR,VOL,2.97,True
156,OMI CET,000-BBD-706,2458806.2312,3.690,0.026,False,Johnson V,DSLR,VOL,2.93,True
157,OMI CET,000-BBD-706,2458810.59028,5.151,0.028,False,Johnson B,CCD,SAH,,False
158,OMI CET,000-BBD-706,2458810.59576,3.879,0.010,False,Johnson V,CCD,SAH,,False
159,OMI CET,000-BBD-706,2458818.2677,4.097,0.006,False,Johnson V,DSLR,VOL,1.83,True
160,OMI CET,000-BBD-706,2458820.56146,5.456,0.050,False,Johnson B,CCD,SAH,,False
161,OMI CET,000-BBD-706,2458820.56808,4.164,0.031,False,Johnson V,CCD,SAH,,False
162,OMI CET,000-BBD-706,2458828.55329,4.425,0.041,False,Johnson V,CCD,SAH,,False
163,OMI CET,000-BBD-706,2458828.56938,5.588,0.042,False,Johnson B,CCD,SAH,,False
164,OMI CET,000-BBD-706,2458839.61389,4.613,0.023,False,Johnson V,CCD,SAH,,False
165,OMI CET,000-BBD-706,2458839.61708,5.950,0.029,False,Johnson B,CCD,SAH,,False
166,MIRA,000-BBD-706,2458842.25069,4.709,0.094,False,Johnson V,DSLR,GGC,,False
167,MIRA,000-BBD-706,2458843.26875,4.726,0.135,False,Johnson V,DSLR,GGC,,False
168,MIRA,000-BBD-706,2458844.25764,4.823,0.266,False,Johnson V,DSLR,GGC,,False
169,OMI CET,000-BBD-706,2458845.56246,6.129,0.058,False,Johnson B,CCD,SAH,,False
170,OMI CET,000-BBD-706,2458845.57720,4.766,0.064,False,Johnson V,CCD,SAH,,False
171,omi Cet,000-BBD-706,2458846.32,6.32,0.14,False,Johnson B,DSLR,PHG,1.660,True
172,omi Cet,000-BBD-706,2458846.32,4.61,0.08,False,Johnson V,DSLR,PHG,1.660,True
173,OMI CET,000-BBD-706,2458863.61779,6.038,0.061,False,Johnson B,CCD,SAH,,False
174,OMI CET,000-BBD-706,2458863.62135,4.845,0.019,False,Johnson V,CCD,SAH,,False
175,OMI CET,000-BBD-706,2458869.49887,6.276,0.053,False,Johnson B,CCD,SAH,,False
176,OMI CET,000-BBD-706,2458869.50331,4.892,0.031,False,Johnson V,CCD,SAH,,False
177,OMI CET,000-BBD-706,2458890.50749,5.611,0.029,False,Johnson V,CCD,SAH,,False
178,OMI CET,000-BBD-706,2458890.51651,6.595,0.022,False,Johnson B,CCD,SAH,,False
179,OMI CET,000-BBD-706,2458901.52146,6.067,0.010,False,Johnson V,CCD,SAH,,False
180,OMI CET,000-BBD-706,2458901.52736,6.928,0.010,False,Johnson B,CCD,SAH,,False
181,omi Cet,000-BBD-706,2458901.5277,5.759,0.006,False,Johnson V,DSLR,SHS,3.407,True
182,OMI CET,000-BBD-706,2459003.406,8.848,0.002,False,Johnson V,CCD,ZHAB,,False
183,OMI CET,000-BBD-706,2459009.414,8.65,,False,Johnson V,CCD,ZHAB,,False
184,OMI CET,000-BBD-706,2459011.435,8.511,,False,Johnson V,CCD,ZHAB,,False
185,OMI CET,000-BBD-706,2459012.399,8.546,,False,Johnson V,CCD,ZHAB,,False
186,OMI CET,000-BBD-706,2459015.397,8.528,,False,Johnson V,CCD,ZHAB,,False
187,OMI CET,000-BBD-706,2459016.413,8.657,,False,Johnson V,CCD,ZHAB,,False
188,OMI CET,000-BBD-706,2459022.434,8.547,,False,Johnson V,CCD,ZHAB,,False
189,OMI CET,000-BBD-706,2459030.387,8.304,,False,Johnson V,CCD,ZHAB,,False
190,OMI CET,000-BBD-706,2459034.313,8.204,,False,Johnson V,CCD,ZHAB,,False
191,OMI CET,000-BBD-706,2459054.383,7.36,,False,Johnson V,CCD,ZHAB,,False
192,OMI CET,000-BBD-706,2459055.43,7.3,,False,Johnson V,CCD,ZHAB,,False
193,OMI CET,000-BBD-706,2459062.289,6.705,,False,Johnson V,CCD,ZHAB,,False
194,OMI CET,000-BBD-706,2459064.411,6.529,,False,Johnson V,CCD,ZHAB,,False
195,OMI CET,000-BBD-706,2459068.385,6.128,,False,Johnson V,CCD,ZHAB,,False
196,OMI CET,000-BBD-706,2459068.88321,6.083,0.008,False,Johnson V,CCD,SAH,,False
197,OMI CET,000-BBD-706,2459068.89162,7.146,0.017,False,Johnson B,CCD,SAH,,False
198,OMI CET,000-BBD-706,2459073.88095,5.674,0.026,False,Johnson V,CCD,SAH,,False
199,OMI CET,000-BBD-706,2459073.88474,6.682,0.011,False,Johnson B,CCD,SAH,,False
200,OMI CET,000-BBD-706,2459080.83260,5.876,0.010,False,Johnson B,CCD,SAH,,False
201,OMI CET,000-BBD-706,2459080.86457,4.810,0.023,False,Johnson V,CCD,SAH,,False
202,OMI CET,000-BBD-706,2459082.193,4.624,,False,Johnson V,CCD,ZHAB,,False
203,OMI CET,000-BBD-706,2459083.427,4.419,,False,Johnson V,CCD,ZHAB,,False
204,OMI CET,000-BBD-706,2459084.326,3.465,,False,Johnson V,CCD,ZHAB,,False
205,OMI CET,000-BBD-706,2459085.37,4.46,,False,Johnson V,CCD,ZHAB,,False
206,OMI CET,000-BBD-706,2459086.5928,4.317,0.014,False,Johnson V,DSLR,VOL,1.56,True
207,OMI CET,000-BBD-706,2459086.5944,4.317,0.009,False,Johnson V,DSLR,VOL,1.56,True
208,OMI CET,000-BBD-706,2459088.423,4.16,,False,Johnson V,CCD,ZHAB,,False
209,OMI CET,000-BBD-706,2459088.6008,4.147,0.006,False,Johnson V,DSLR,VOL,1.54,True
210,OMI CET,000-BBD-706,2459088.6023,4.140,0.007,False,Johnson V,DSLR,VOL,1.54,True
211,OMI CET,000-BBD-706,2459089.27,4.131,,False,Johnson V,CCD,ZHAB,,False
212,omi Cet,000-BBD-706,2459089.7555,4.318,0.130,False,Johnson V,DSLR,SHS,1.732,True
213,OMI CET,000-BBD-706,2459090.279,4.08,,False,Johnson V,CCD,ZHAB,,False
214,OMI CET,000-BBD-706,2459091.437,3.954,,False,Johnson V,CCD,ZHAB,,False
215,OMI CET,000-BBD-706,2459091.81926,3.799,0.012,False,Johnson V,CCD,SAH,,False
216,OMI CET,000-BBD-706,2459091.83361,5.438,0.023,False,Johnson B,CCD,SAH,,False
217,OMI CET,000-BBD-706,2459092.374,4.05,,False,Johnson V,CCD,ZHAB,,False
218,OMI CET,000-BBD-706,2459092.5964,3.942,0.016,False,Johnson V,DSLR,VOL,1.53,True
219,OMI CET,000-BBD-706,2459092.5979,3.970,0.013,False,Johnson V,DSLR,VOL,1.53,True
220,OMI CET,000-BBD-706,2459093.411,3.99,,False,Johnson V,CCD,ZHAB,,False
221,OMI CET,000-BBD-706,2459094.423,3.90,,False,Johnson V,CCD,ZHAB,,False
222,OMI CET,000-BBD-706,2459094.6036,3.804,0.009,False,Johnson V,DSLR,VOL,1.53,True
223,OMI CET,000-BBD-706,2459096.372,3.75,,False,Johnson V,CCD,ZHAB,,False
224,OMI CET,000-BBD-706,2459097.6309,3.657,0.012,False,Johnson V,DSLR,VOL,1.57,True
225,OMI CET,000-BBD-706,2459100.5999,3.532,0.015,False,Johnson V,DSLR,VOL,1.53,True
226,OMI CET,000-BBD-706,2459101.198,3.50,,False,Johnson V,CCD,ZHAB,,False
227,OMI CET,000-BBD-706,2459106.6448,3.343,0.006,False,Johnson V,DSLR,VOL,1.72,True
228,OMI CET,000-BBD-706,2459106.6489,3.381,0.007,False,Johnson V,DSLR,VOL,1.74,True
229,OMI CET,000-BBD-706,2459107.6135,3.279,0.017,False,Johnson V,DSLR,VOL,1.60,True
230,OMI CET,000-BBD-706,2459107.6154,3.313,0.010,False,Johnson V,DSLR,VOL,1.60,True
231,OMI CET,000-BBD-706,2459109.333,3.286,,False,Johnson V,CCD,ZHAB,,False
232,OMI CET,000-BBD-706,2459111.4328,3.197,0.011,False,Johnson V,DSLR,VOL,2.16,True
233,OMI CET,000-BBD-706,2459111.4344,3.206,0.013,False,Johnson V,DSLR,VOL,2.14,True
234,OMI CET,000-BBD-706,2459111.76056,4.726,0.021,False,Johnson B,CCD,SAH,,False
235,OMI CET,000-BBD-706,2459111.76458,3.096,0.014,False,Johnson V,CCD,SAH,,False
236,OMI CET,000-BBD-706,2459113.5506,3.199,0.011,False,Johnson V,DSLR,VOL,1.53,True
237,OMI CET,000-BBD-706,2459113.5525,3.184,0.011,False,Johnson V,DSLR,VOL,1.53,True
238,omi Cet,000-BBD-706,2459114.60972,3.329,0.07,False,Johnson V,DSLR,KMWA,1.754,True
239,OMI CET,000-BBD-706,2459114.6191,3.294,0.010,False,Johnson V,DSLR,VOL,1.70,True
240,OMI CET,000-BBD-706,2459114.6210,3.280,0.012,False,Johnson V,DSLR,VOL,1.71,True
241,OMI CET,000-BBD-706,2459115.424,3.261,,False,Johnson V,CCD,ZHAB,,False
242,OMI CET,000-BBD-706,2459116.368,3.311,,False,Johnson V,CCD,ZHAB,,False
243,OMI CET,000-BBD-706,2459117.83695,4.749,0.016,False,Johnson B,CCD,SAH,,False
244,OMI CET,000-BBD-706,2459117.84109,3.245,0.017,False,Johnson V,CCD,SAH,,False
245,OMI CET,000-BBD-706,2459121.117,3.183,,False,Johnson V,CCD,ZHAB,,False
246,OMI CET,000-BBD-706,2459122.12,3.10,,False,Johnson V,CCD,ZHAB,,False
247,OMI CET,000-BBD-706,2459123.086,3.14,,False,Johnson V,CCD,ZHAB,,False
248,OMI CET,000-BBD-706,2459128.6247,3.339,0.021,False,Johnson V,DSLR,VOL,2.05,True
249,OMI CET,000-BBD-706,2459128.6263,3.352,0.012,False,Johnson V,DSLR,VOL,2.07,True
250,OMI CET,000-BBD-706,2459129.12,3.344,,False,Johnson V,CCD,ZHAB,,False
251,OMI CET,000-BBD-706,2459129.76899,4.966,0.016,False,Johnson B,CCD,SAH,,False
252,OMI CET,000-BBD-706,2459129.77289,3.345,0.016,False,Johnson V,CCD,SAH,,False
253,OMI CET,000-BBD-706,2459130.6584,3.444,0.025,False,Johnson V,DSLR,VOL,2.74,True
254,OMI CET,000-BBD-706,2459133.096,3.81,,False,Johnson V,CCD,ZHAB,,False
255,OMI CET,000-BBD-706,2459135.70368,3.414,0.010,False,Johnson V,CCD,SAH,,False
256,OMI CET,000-BBD-706,2459135.72872,4.976,0.008,False,Johnson B,CCD,SAH,,False
257,OMI CET,000-BBD-706,2459137.6302,3.505,0.024,False,Johnson V,DSLR,VOL,2.53,True
258,OMI CET,000-BBD-706,2459137.6453,3.577,0.026,False,Johnson V,DSLR,VOL,2.91,True
259,OMI CET,000-BBD-706,2459143.5667,3.618,0.033,False,Johnson V,DSLR,VOL,1.88,True
260,OMI CET,000-BBD-706,2459144.5957,3.679,0.017,False,Johnson V,DSLR,VOL,2.25,True
261,OMI CET,000-BBD-706,2459144.5983,3.652,0.013,False,Johnson V,DSLR,VOL,2.29,True
262,OMI CET,000-BBD-706,2459147.4204,3.628,0.010,False,Johnson V,DSLR,VOL,1.57,True
263,OMI CET,000-BBD-706,2459150.387,3.95,,False,Johnson V,CCD,ZHAB,,False
264,OMI CET,000-BBD-706,2459150.68865,5.304,0.080,False,Johnson B,CCD,SAH,,False
265,OMI CET,000-BBD-706,2459150.69269,3.683,0.007,False,Johnson V,CCD,SAH,,False
266,OMI CET,000-BBD-706,2459159.039,3.848,,False,Johnson V,CCD,ZHAB,,False
267,OMI CET,000-BBD-706,2459159.3192,3.954,0.018,False,Johnson V,DSLR,VOL,1.96,True
268,OMI CET,000-BBD-706,2459159.66433,5.541,0.029,False,Johnson B,CCD,SAH,,False
269,OMI CET,000-BBD-706,2459159.66959,3.966,0.012,False,Johnson V,CCD,SAH,,False
270,OMI CET,000-BBD-706,2459161.5328,4.129,0.021,False,Johnson V,DSLR,VOL,2.03,True
