#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
271,MIRA,000-BBD-706,2459169.44201,4.262,0.09,False,Johnson V,DSLR,KMWA,1.718,True
272,OMI CET,000-BBD-706,2459172.4622,4.494,0.012,False,Johnson V,DSLR,VOL,1.71,True
273,OMI CET,000-BBD-706,2459172.4640,4.491,0.013,False,Johnson V,DSLR,VOL,1.72,True
274,OMI CET,000-BBD-706,2459174.57511,5.727,0.011,False,Johnson B,CCD,SAH,,False
275,OMI CET,000-BBD-706,2459174.58812,4.431,0.017,False,Johnson V,CCD,SAH,,False
276,OMI CET,000-BBD-706,2459175.4213,4.534,0.015,False,Johnson V,DSLR,VOL,1.58,True
277,OMI CET,000-BBD-706,2459185.55818,6.388,0.024,False,Johnson B,CCD,SAH,,False
278,OMI CET,000-BBD-706,2459185.56127,4.946,0.032,False,Johnson V,CCD,SAH,,False
279,0214-03,000-BBD-706,2459187.4506,5.252,0.028,False,Johnson V,DSLR,SHS,2.087,True
280,MIRA,000-BBD-706,2459191.40556,5.058,0.077,False,Johnson V,DSLR,KMWA,1.772,True
281,OMI CET,000-BBD-706,2459209.47802,5.886,0.011,False,Johnson V,CCD,SAH,,False
282,OMI CET,000-BBD-706,2459209.49435,7.013,0.023,False,Johnson B,CCD,SAH,,False
283,MIRA,000-BBD-706,2459237.26250,6.85,0.08,False,Johnson V,DSLR,KMWA,1.772,True
284,OMI CET,000-BBD-706,2459237.51125,6.936,0.013,False,Johnson V,CCD,SAH,,False
285,OMI CET,000-BBD-706,2459237.53109,7.860,0.018,False,Johnson B,CCD,SAH,,False
286,MIRA,000-BBD-706,2459258.27188,7.21,0.08,False,Johnson V,DSLR,KMWA,2.060,True
287,OMI CET,000-BBD-706,2459419.5759,2.723,0.042,False,Johnson V,DSLR,VOL,2.37,True
288,OMI CET,000-BBD-706,2459419.5777,2.690,0.025,False,Johnson V,DSLR,VOL,2.34,True
289,OMI CET,000-BBD-706,2459419.5862,2.722,0.012,False,Johnson V,DSLR,VOL,2.20,True
290,OMI CET,000-BBD-706,2459421.5922,2.623,0.019,False,Johnson V,DSLR,VOL,2.05,True
291,OMI CET,000-BBD-706,2459441.88059,4.294,0.011,False,Johnson B,CCD,SAH,,False
292,OMI CET,000-BBD-706,2459441.88435,2.717,0.011,False,Johnson V,CCD,SAH,,False
293,Mira,000-BBD-706,2459444.45625,2.63,0.01,False,Johnson V,CCD,SYRA,,False
294,OMI CET,000-BBD-706,2459447.6270,2.841,0.010,False,Johnson V,DSLR,VOL,1.53,True
295,OMI CET,000-BBD-706,2459447.6285,2.865,0.010,False,Johnson V,DSLR,VOL,1.53,True
296,OMI CET,000-BBD-706,2459457.86789,4.756,0.023,False,Johnson B,CCD,SAH,,False
297,OMI CET,000-BBD-706,2459457.87106,3.155,0.010,False,Johnson V,CCD,SAH,,False
298,OMI CET,000-BBD-706,2459459.6170,3.170,0.024,False,Johnson V,DSLR,VOL,1.53,True
299,OMI CET,000-BBD-706,2459459.6186,3.158,0.027,False,Johnson V,DSLR,VOL,1.54,True
300,OMI CET,000-BBD-706,2459461.6345,3.200,0.008,False,Johnson V,DSLR,VOL,1.57,True
301,OMI CET,000-BBD-706,2459461.6362,3.186,0.016,False,Johnson V,DSLR,VOL,1.57,True
302,OMI CET,000-BBD-706,2459464.83053,4.877,0.012,False,Johnson B,CCD,SAH,,False
303,OMI CET,000-BBD-706,2459464.83429,3.363,0.012,False,Johnson V,CCD,SAH,,False
304,OMI CET,000-BBD-706,2459466.6204,3.311,0.018,False,Johnson V,DSLR,VOL,1.57,True
305,OMI CET,000-BBD-706,2459466.6220,3.311,0.021,False,Johnson V,DSLR,VOL,1.57,True
306,OMI CET,000-BBD-706,2459468.5824,3.353,0.013,False,Johnson V,DSLR,VOL,1.53,True
307,OMI CET,000-BBD-706,2459470.6324,3.429,0.018,False,Johnson V,DSLR,VOL,1.64,True
308,OMI CET,000-BBD-706,2459473.78067,5.073,0.014,False,Johnson B,CCD,SAH,,False
309,OMI CET,000-BBD-706,2459473.78775,3.509,0.009,False,Johnson V,CCD,SAH,,False
310,OMI CET,000-BBD-706,2459482.6317,3.757,0.011,False,Johnson V,DSLR,VOL,1.83,True
311,OMI CET,000-BBD-706,2459488.6141,3.918,0.008,False,Johnson V,DSLR,VOL,1.82,True
312,OMI CET,000-BBD-706,2459488.81558,5.519,0.050,False,Johnson B,CCD,SAH,,False
313,OMI CET,000-BBD-706,2459488.81925,4.069,0.016,False,Johnson V,CCD,SAH,,False
314,OMI CET,000-BBD-706,2459492.5488,4.032,0.010,False,Johnson V,DSLR,VOL,1.57,True
315,Omi CET,000-BBD-706,2459496.44722,4.2,0.1,False,Johnson V,CCD,SYRA,,False
316,OMI CET,000-BBD-706,2459501.4421,4.313,0.014,False,Johnson V,DSLR,VOL,1.60,True
317,OMI CET,000-BBD-706,2459502.69354,6.055,0.052,False,Johnson B,CCD,SAH,,False
318,OMI CET,000-BBD-706,2459502.69987,4.394,0.015,False,Johnson V,CCD,SAH,,False
319,OMI CET,000-BBD-706,2459514.69017,6.489,0.025,False,Johnson B,CCD,SAH,,False
320,OMI CET,000-BBD-706,2459514.69913,4.838,0.016,False,Johnson V,CCD,SAH,,False
321,OMI CET,000-BBD-706,2459519.3986,5.102,0.016,False,Johnson V,DSLR,VOL,1.58,True
322,OMI CET,000-BBD-706,2459519.62950,6.589,0.012,False,Johnson B,CCD,SAH,,False
323,OMI CET,000-BBD-706,2459519.66164,5.108,0.007,False,Johnson V,CCD,SAH,,False
324,OMI CET,000-BBD-706,2459528.64151,6.977,0.023,False,Johnson B,CCD,SAH,,False
325,OMI CET,000-BBD-706,2459528.64673,5.535,0.025,False,Johnson V,CCD,SAH,,False
326,OMI CET,000-BBD-706,2459546.57396,6.185,0.024,False,Johnson V,CCD,SAH,,False
327,OMI CET,000-BBD-706,2459546.58551,7.637,0.024,False,Johnson B,CCD,SAH,,False
328,0214-03,000-BBD-706,2459553.5166,6.835,0.091,False,Johnson V,DSLR,SHS,1.577,True
329,OMI CET,000-BBD-706,2459555.56760,6.564,0.020,False,Johnson V,CCD,SAH,,False
330,OMI CET,000-BBD-706,2459555.58065,7.992,0.018,False,Johnson B,CCD,SAH,,False
331,MIRA,000-BBD-706,2459557.49680,6.619,0.004,False,Johnson V,CCD,DEY,,False
332,MIRA,000-BBD-706,2459557.49713,6.631,0.004,False,Johnson V,CCD,DEY,,False
333,MIRA,000-BBD-706,2459557.49743,6.607,0.006,False,Johnson V,CCD,DEY,,False
334,MIRA,000-BBD-706,2459557.49773,6.679,0.008,False,Johnson V,CCD,DEY,,False
335,0214-03,000-BBD-706,2459570.4465,7.270,0.074,False,Johnson V,DSLR,SHS,1.688,True
336,OMI CET,000-BBD-706,2459582.50424,7.387,0.029,False,Johnson V,CCD,SAH,,False
337,OMI CET,000-BBD-706,2459582.51053,8.758,0.023,False,Johnson B,CCD,SAH,,False
338,OMI CET,000-BBD-706,2459593.606920,8.051,0.016,False,Johnson V,CCD,PJEE,,False
339,OMI CET,000-BBD-706,2459593.607676,7.947,0.018,False,Johnson V,CCD,PJEE,,False
340,OMI CET,000-BBD-706,2459593.608422,8.049,0.009,False,Johnson V,CCD,PJEE,,False
341,OMI CET,000-BBD-706,2459593.609168,7.943,0.031,False,Johnson V,CCD,PJEE,,False
342,OMI CET,000-BBD-706,2459593.609917,7.958,0.014,False,Johnson V,CCD,PJEE,,False
343,OMI CET,000-BBD-706,2459593.610667,7.910,0.001,False,Johnson V,CCD,PJEE,,False
344,OMI CET,000-BBD-706,2459593.611413,7.958,0.008,False,Johnson V,CCD,PJEE,,False
345,OMI CET,000-BBD-706,2459593.612174,8.147,0.020,False,Johnson V,CCD,PJEE,,False
346,OMI CET,000-BBD-706,2459593.612921,8.213,0.007,False,Johnson V,CCD,PJEE,,False
347,OMI CET,000-BBD-706,2459593.613667,8.051,0.010,False,Johnson V,CCD,PJEE,,False
348,0214-03,000-BBD-706,2459611.4909,8.056,0.051,False,Johnson V,DSLR,SHS,1.716,True
349,OMI CET,000-BBD-706,2459618.50823,8.477,0.010,False,Johnson V,CCD,SAH,,False
350,OMI CET,000-BBD-706,2459618.55188,9.825,0.031,False,Johnson B,CCD,SAH,,False
351,0214-03,000-BBD-706,2459637.5326,9.606,0.130,False,Johnson V,DSLR,SHS,4.671,True
352,OMI CET,000-BBD-706,2459790.88444,5.012,0.025,False,Johnson B,CCD,SAH,,False
353,OMI CET,000-BBD-706,2459790.88782,3.403,0.015,False,Johnson V,CCD,SAH,,False
354,OMI CET,000-BBD-706,2459796.87854,5.264,0.020,False,Johnson B,CCD,SAH,,False
355,OMI CET,000-BBD-706,2459796.88471,3.565,0.007,False,Johnson V,CCD,SAH,,False
356,OMI CET,000-BBD-706,2459801.87403,5.298,0.025,False,Johnson B,CCD,SAH,,False
357,OMI CET,000-BBD-706,2459801.87785,3.612,0.013,False,Johnson V,CCD,SAH,,False
358,Mira,000-BBD-706,2459812.6375,3.47,0.06,False,Johnson V,DSLR,GGC,,False
359,OMI CET,000-BBD-706,2459813.84878,5.607,0.039,False,Johnson B,CCD,SAH,,False
360,OMI CET,000-BBD-706,2459813.85248,3.953,0.007,False,Johnson V,CCD,SAH,,False
361,OMI CET,000-BBD-706,2459845.77941,6.656,0.010,False,Johnson B,CCD,SAH,,False
362,OMI CET,000-BBD-706,2459845.79426,5.275,0.063,False,Johnson V,CCD,SAH,,False
363,OMI CET,000-BBD-706,2459852.77313,7.014,0.035,False,Johnson B,CCD,SAH,,False
364,OMI CET,000-BBD-706,2459852.78744,5.644,0.031,False,Johnson V,CCD,SAH,,False
365,OMI CET,000-BBD-706,2459875.70646,6.680,0.015,False,Johnson V,CCD,SAH,,False
366,OMI CET,000-BBD-706,2459875.71491,7.937,0.025,False,Johnson B,CCD,SAH,,False
367,OMI CET,000-BBD-706,2459881.65576,6.740,0.062,False,Johnson V,CCD,SAH,,False
368,OMI CET,000-BBD-706,2459881.66228,8.188,0.022,False,Johnson B,CCD,SAH,,False
369,OMI CET,000-BBD-706,2459886.62962,7.054,0.013,False,Johnson V,CCD,SAH,,False
370,OMI CET,000-BBD-706,2459886.64677,8.346,0.037,False,Johnson B,CCD,SAH,,False
371,OMI CET,000-BBD-706,2459898.400,9.65,0.25,False,Johnson B,DSLR,PHG,1.651,True
372,OMI CET,000-BBD-706,2459898.400,7.38,0.09,False,Johnson V,DSLR,PHG,1.651,True
373,MIRA,000-BBD-706,2459898.52040,7.560,0.006,False,Johnson V,CCD,DEY,,True
374,MIRA,000-BBD-706,2459898.52261,9.078,0.006,False,Johnson B,CCD,DEY,,True
375,OMI CET,000-BBD-706,2459903.70288,7.614,0.027,False,Johnson V,CCD,SAH,,False
376,OMI CET,000-BBD-706,2459903.76558,8.800,0.022,False,Johnson B,CCD,SAH,,False
377,OMI CET,000-BBD-706,2459914.54746,7.784,0.049,False,Johnson V,CCD,SAH,,False
378,OMI CET,000-BBD-706,2459914.57004,8.949,0.031,False,Johnson B,CCD,SAH,,False
379,MIRA,000-BBD-706,2459927.48133,8.545,0.005,False,Johnson V,CCD,DEY,,True
380,MIRA,000-BBD-706,2459927.51499,9.955,0.005,False,Johnson B,CCD,DEY,,True
381,OMI CET,000-BBD-706,2459931.32089,8.542,0.016,False,Johnson V,CCD,TJV,1.516,True
382,OMI CET,000-BBD-706,2459931.32292,9.977,0.025,False,Johnson B,CCD,TJV,1.510,True
383,OMI CET,000-BBD-706,2459932.59855,8.222,0.043,False,Johnson V,CCD,SAH,,False
384,OMI CET,000-BBD-706,2459932.60846,9.353,0.063,False,Johnson B,CCD,SAH,,False
385,MIRA,000-BBD-706,2459938.50554,9.919,0.003,False,Johnson B,CCD,DEY,,True
386,MIRA,000-BBD-706,2459938.50597,8.542,0.002,False,Johnson V,CCD,DEY,,True
387,OMI CET,000-BBD-706,2459948.27596,8.706,0.024,False,Johnson V,CCD,TJV,1.511,True
388,OMI CET,000-BBD-706,2459948.27713,10.021,0.023,False,Johnson B,CCD,TJV,1.508,True
389,OMI CET,000-BBD-706,2459952.49739,8.521,0.032,False,Johnson V,CCD,SAH,,False
390,OMI CET,000-BBD-706,2459952.51815,9.671,0.034,False,Johnson B,CCD,SAH,,False
391,OMI CET,000-BBD-706,2459954.24723,8.721,0.023,False,Johnson V,CCD,TJV,1.553,True
392,OMI CET,000-BBD-706,2459954.24811,10.027,0.017,False,Johnson B,CCD,TJV,1.550,True
393,MIRA,000-BBD-706,2459954.51721,8.789,0.015,False,Johnson V,CCD,DEY,,True
394,MIRA,000-BBD-706,2459954.51721,10.161,0.013,False,Johnson B,CCD,DEY,,True
395,MIRA,000-BBD-706,2459968.48130,8.471,0.002,False,Johnson V,CCD,DEY,,True
396,MIRA,000-BBD-706,2459968.48177,9.756,0.004,False,Johnson B,CCD,DEY,,True
397,MIRA,000-BBD-706,2459975.55837,8.550,0.019,False,Johnson V,CCD,DEY,,True
398,MIRA,000-BBD-706,2459975.55837,10.105,0.025,False,Johnson B,CCD,DEY,,True
399,OMI CET,000-BBD-706,2459990.32093,8.586,0.020,False,Johnson V,CCD,KMWA,2.999,True
400,OMI CET,000-BBD-706,2459990.32473,10.42,0.14,False,Johnson B,CCD,KMWA,3.055,False
401,MIRA,000-BBD-706,2459995.50116,10.414,0.007,False,Johnson B,CCD,DEY,,True
402,MIRA,000-BBD-706,2459995.50157,8.561,0.004,False,Johnson V,CCD,DEY,,True
403,MIRA,000-BBD-706,2460010.50751,8.119,0.003,False,Johnson V,CCD,DEY,,True
404,MIRA,000-BBD-706,2460010.50781,9.899,0.008,False,Johnson B,CCD,DEY,,True
405,MIRA,000-BBD-706,2460015.51267,7.888,0.004,False,Johnson V,CCD,DEY,,True
406,MIRA,000-BBD-706,2460015.51300,9.648,0.008,False,Johnson B,CCD,DEY,,True
407,OMI CET,000-BBD-706,2460140.30807,7.546,0.004,False,Johnson V,CCD,YBA,1.964,False
408,OMI CET,000-BBD-706,2460140.30807,7.446,0.007,False,Johnson V,CCD,YBA,1.964,False
409,OMI CET,000-BBD-706,2460156.89176,6.364,0.066,False,Johnson B,CCD,SAH,,False
410,OMI CET,000-BBD-706,2460156.89610,5.325,0.028,False,Johnson V,CCD,SAH,,False
411,OMI CET,000-BBD-706,2460165.86154,5.446,0.014,False,Johnson V,CCD,SAH,,False
412,OMI CET,000-BBD-706,2460165.86695,6.960,0.017,False,Johnson B,CCD,SAH,,False
413,OMI CET,000-BBD-706,2460174.85528,5.923,0.008,False,Johnson V,CCD,SAH,,False
414,OMI CET,000-BBD-706,2460174.86330,7.411,0.008,False,Johnson B,CCD,SAH,,False
415,OMI CET,000-BBD-706,2460184.82671,6.350,0.015,False,Johnson V,CCD,SAH,,False
416,OMI CET,000-BBD-706,2460184.83304,7.820,0.008,False,Johnson B,CCD,SAH,,False
417,OMI CET,000-BBD-706,2460191.81747,6.663,0.014,False,Johnson V,CCD,SAH,,False
418,OMI CET,000-BBD-706,2460191.82550,8.144,0.014,False,Johnson B,CCD,SAH,,False
419,OMI CET,000-BBD-706,2460196.531,8.79,0.15,False,Johnson B,DSLR,PHG,1.820,True
420,OMI CET,000-BBD-706,2460196.531,6.85,0.05,False,Johnson V,DSLR,PHG,1.820,True
421,OMI CET,000-BBD-706,2460196.84206,6.811,0.004,False,Johnson V,CCD,SAH,,False
422,OMI CET,000-BBD-706,2460196.85052,8.194,0.006,False,Johnson B,CCD,SAH,,False
423,OMI CET,000-BBD-706,2460220.70970,7.630,0.018,False,Johnson V,CCD,SAH,,False
424,OMI CET,000-BBD-706,2460220.71855,8.980,0.037,False,Johnson B,CCD,SAH,,False
425,OMI CET,000-BBD-706,2460248.62698,8.351,0.017,False,Johnson V,CCD,SAH,,False
426,OMI CET,000-BBD-706,2460248.63487,9.595,0.016,False,Johnson B,CCD,SAH,,False
427,OMI CET,000-BBD-706,2460258.60080,8.654,0.016,False,Johnson V,CCD,SAH,,False
428,OMI CET,000-BBD-706,2460258.61274,10.019,0.017,False,Johnson B,CCD,SAH,,False
429,MIRA,000-BBD-706,2460265.55146,8.718,0.004,False,Johnson V,CCD,DEY,1.718,True
430,MIRA,000-BBD-706,2460265.55187,10.018,0.003,False,Johnson B,CCD,DEY,1.714,True
431,OMI CET,000-BBD-706,2460266.59106,8.906,0.009,False,Johnson V,CCD,SAH,,False
432,OMI CET,000-BBD-706,2460266.60174,10.127,0.018,False,Johnson B,CCD,SAH,,False
433,OMI CET,000-BBD-706,2460278.59745,8.938,0.031,False,Johnson V,CCD,SAH,,False
434,OMI CET,000-BBD-706,2460278.60670,10.043,0.035,False,Johnson B,CCD,SAH,,False
435,MIRA,000-BBD-706,2460283.51463,9.032,0.002,False,Johnson V,CCD,DEY,1.616,True
436,MIRA,000-BBD-706,2460283.51514,10.171,0.002,False,Johnson B,CCD,DEY,1.611,True
437,OMI CET,000-BBD-706,2460286.54215,9.072,0.011,False,Johnson V,CCD,SAH,,False
438,OMI CET,000-BBD-706,2460286.55421,10.103,0.011,False,Johnson B,CCD,SAH,,False
439,mira ,000-BBD-706,2460287.03472,8.9,,False,Johnson V,CCD,TYGA,,False
440,MIRA,000-BBD-706,2460292.49861,8.991,0.002,False,Johnson V,CCD,DEY,1.557,True
441,MIRA,000-BBD-706,2460292.49912,10.099,0.003,False,Johnson B,CCD,DEY,1.553,True
442,MIRA,000-BBD-706,2460292.49990,8.993,0.001,False,Johnson V,CCD,DEY,1.549,True
443,MIRA,000-BBD-706,2460292.50063,10.087,0.001,False,Johnson B,CCD,DEY,1.543,True
444,OMI CET,000-BBD-706,2460297.399,10.38,0.02,False,Johnson B,DSLR,PHG,1.855,True
445,OMI CET,000-BBD-706,2460297.399,8.98,0.04,False,Johnson V,DSLR,PHG,1.855,True
446,OMI CET,000-BBD-706,2460297.54326,9.042,0.017,False,Johnson V,CCD,SAH,,False
447,OMI CET,000-BBD-706,2460297.55786,10.158,0.011,False,Johnson B,CCD,SAH,,False
448,OMI CET,000-BBD-706,2460302.28981,9.016,0.042,False,Johnson V,CCD,TJV,1.571,False
449,OMI CET,000-BBD-706,2460308.49467,9.123,0.022,False,Johnson V,CCD,SAH,,False
450,OMI CET,000-BBD-706,2460308.50444,10.267,0.025,False,Johnson B,CCD,SAH,,False
451,MIRA,000-BBD-706,2460309.52880,9.172,0.001,False,Johnson V,CCD,DEY,1.320,True
452,MIRA,000-BBD-706,2460309.52928,10.550,0.002,False,Johnson B,CCD,DEY,1.320,True
453,OMI CET,000-BBD-706,2460316.38345,8.862,0.001,False,Johnson V,CCD,MJOE,1.637,False
454,MIRA,000-BBD-706,2460318.23958,8.930,0.038,False,Johnson V,DSLR,KMWA,1.759,True
455,OMI CET,000-BBD-706,2460318.342,10.25,0.02,False,Johnson B,DSLR,PHG,1.857,True
456,OMI CET,000-BBD-706,2460318.342,8.83,0.03,False,Johnson V,DSLR,PHG,1.857,True
457,MIRA,000-BBD-706,2460321.54651,8.972,0.002,False,Johnson V,CCD,DEY,1.361,True
458,MIRA,000-BBD-706,2460321.54702,10.354,0.002,False,Johnson B,CCD,DEY,1.362,True
459,OMI CET,000-BBD-706,2460324.48980,8.707,0.013,False,Johnson V,CCD,SAH,,False
460,OMI CET,000-BBD-706,2460324.49920,9.904,0.035,False,Johnson B,CCD,SAH,,False
461,OMI CET,000-BBD-706,2460330.314,10.52,0.10,False,Johnson B,DSLR,PHG,1.889,True
462,OMI CET,000-BBD-706,2460330.314,8.83,0.05,False,Johnson V,DSLR,PHG,1.889,True
463,OMI CET,000-BBD-706,2460330.49762,8.657,0.007,False,Johnson V,CCD,SAH,,False
464,OMI CET,000-BBD-706,2460330.50601,9.827,0.025,False,Johnson B,CCD,SAH,,False
465,MIRA,000-BBD-706,2460331.53317,8.695,0.001,False,Johnson V,CCD,DEY,1.400,True
466,MIRA,000-BBD-706,2460331.53357,10.213,0.003,False,Johnson B,CCD,DEY,1.401,True
467,OMI CET,000-BBD-706,2460338.258,10.26,0.11,False,Johnson B,DSLR,PHG,1.716,True
468,OMI CET,000-BBD-706,2460338.258,8.53,0.04,False,Johnson V,DSLR,PHG,1.716,True
469,OMI CET,000-BBD-706,2460339.50496,8.625,0.014,False,Johnson V,CCD,SAH,,False
470,OMI CET,000-BBD-706,2460339.51294,9.981,0.028,False,Johnson B,CCD,SAH,,False
471,OMI CET,000-BBD-706,2460345.51474,8.154,0.006,False,Johnson V,CCD,SAH,,False
472,OMI CET,000-BBD-706,2460345.52041,9.583,0.016,False,Johnson B,CCD,SAH,,False
473,OMI CET,000-BBD-706,2460346.356,9.79,0.13,False,Johnson B,DSLR,PHG,3.444,True
474,OMI CET,000-BBD-706,2460346.356,8.02,0.04,False,Johnson V,DSLR,PHG,3.444,True
475,OMI CET,000-BBD-706,2460352.53537,7.791,0.006,False,Johnson V,CCD,SAH,,False
476,OMI CET,000-BBD-706,2460352.54444,9.432,0.010,False,Johnson B,CCD,SAH,,False
477,OMI CET,000-BBD-706,2460366.276,8.56,0.18,False,Johnson B,DSLR,PHG,2.672,True
478,OMI CET,000-BBD-706,2460366.276,6.66,0.06,False,Johnson V,DSLR,PHG,2.672,True
479,OMI CET,000-BBD-706,2460525.87493,6.591,0.006,False,Johnson V,CCD,SAH,,False
480,OMI CET,000-BBD-706,2460525.88284,7.981,0.007,False,Johnson B,CCD,SAH,,False
481,OMI CET,000-BBD-706,2460531.85563,7.076,0.008,False,Johnson V,CCD,SAH,,False
482,OMI CET,000-BBD-706,2460531.86703,8.188,0.012,False,Johnson B,CCD,SAH,,False
483,OMI CET,000-BBD-706,2460544.83585,7.207,0.014,False,Johnson V,CCD,SAH,,False
484,OMI CET,000-BBD-706,2460544.84658,8.579,0.011,False,Johnson B,CCD,SAH,,False
485,OMI CET,000-BBD-706,2460550.23367,8.769,0.099,False,Johnson B,CCD,LBEC,1.142,False
486,OMI CET,000-BBD-706,2460552.21596,8.840,0.104,False,Johnson B,CCD,LBEC,1.154,False
487,OMI CET,000-BBD-706,2460553.83438,7.459,0.011,False,Johnson V,CCD,SAH,,False
488,OMI CET,000-BBD-706,2460553.84625,8.787,0.008,False,Johnson B,CCD,SAH,,False
489,OMI CET,000-BBD-706,2460559.20921,9.082,0.074,False,Johnson B,CCD,LBEC,1.142,False
490,OMI CET,000-BBD-706,2460565.82336,7.888,0.010,False,Johnson V,CCD,SAH,,False
491,OMI CET,000-BBD-706,2460565.83514,9.197,0.022,False,Johnson B,CCD,SAH,,False
492,OMI CET,000-BBD-706,2460565.89472,7.807,0.001,False,Johnson V,CCD,MZK,1.604,False
493,OMI CET,000-BBD-706,2460567.84375,7.961,0.092,False,Johnson V,CCD,LBEC,1.184,False
494,OMI CET,000-BBD-706,2460579.86015,8.168,0.021,False,Johnson V,CCD,SAH,,False
495,OMI CET,000-BBD-706,2460580.72444,9.434,0.032,False,Johnson B,CCD,SAH,,False
496,OMI CET,000-BBD-706,2460584.27846,8.396,0.035,False,Johnson V,CCD,LBEC,1.566,False
497,OMI CET,000-BBD-706,2460584.27979,9.800,0.098,False,Johnson B,CCD,LBEC,1.578,False
498,OMI CET,000-BBD-706,2460586.71018,8.593,0.021,False,Johnson V,CCD,SAH,,False
499,OMI CET,000-BBD-706,2460586.72333,9.838,0.024,False,Johnson B,CCD,SAH,,False
500,OMI CET,000-BBD-706,2460593.75183,8.682,0.021,False,Johnson V,CCD,SAH,,False
501,OMI CET,000-BBD-706,2460593.76345,9.974,0.012,False,Johnson B,CCD,SAH,,False
502,OMI CET,000-BBD-706,2460596.84185,8.817,0.020,False,Johnson V,CCD,FJAG,1.234,False
503,OMI CET,000-BBD-706,2460603.21164,8.881,0.051,False,Johnson V,CCD,LBEC,1.445,False
504,OMI CET,000-BBD-706,2460603.21279,10.190,0.066,False,Johnson B,CCD,LBEC,1.454,False
505,OMI CET,000-BBD-706,2460604.81354,8.850,0.046,False,Johnson V,CCD,FJAG,1.231,False
506,OMI CET,000-BBD-706,2460605.485,10.48,0.11,False,Johnson B,DSLR,PHG,1.642,True
507,OMI CET,000-BBD-706,2460605.485,8.73,0.04,False,Johnson V,DSLR,PHG,1.642,True
508,OMI CET,000-BBD-706,2460607.74113,8.953,0.043,False,Johnson V,CCD,FJAG,1.320,False
509,OMI CET,000-BBD-706,2460607.75199,9.027,0.021,False,Johnson V,CCD,SAH,,False
510,OMI CET,000-BBD-706,2460607.76121,10.198,0.043,False,Johnson B,CCD,SAH,,False
511,OMI CET,000-BBD-706,2460609.75932,8.795,0.030,False,Johnson V,CCD,FJAG,1.260,False
512,OMI CET,000-BBD-706,2460611.13529,9.082,0.076,False,Johnson V,CCD,LBEC,1.201,False
513,OMI CET,000-BBD-706,2460611.13641,10.408,0.051,False,Johnson B,CCD,LBEC,1.203,False
514,OMI CET,000-BBD-706,2460614.13808,8.798,0.047,False,Johnson V,CCD,LBEC,1.232,False
515,OMI CET,000-BBD-706,2460614.13919,9.932,0.055,False,Johnson B,CCD,LBEC,1.235,False
516,OMI CET,000-BBD-706,2460616.64869,8.980,0.023,False,Johnson V,CCD,SAH,,False
517,OMI CET,000-BBD-706,2460616.65840,10.116,0.028,False,Johnson B,CCD,SAH,,False
518,OMI CET,000-BBD-706,2460621.37538,8.700,0.028,False,Johnson V,CCD,TJV,1.838,True
519,OMI CET,000-BBD-706,2460621.37620,9.715,0.029,False,Johnson B,CCD,TJV,1.838,True
520,OMI CET,000-BBD-706,2460630.61142,8.982,0.038,False,Johnson V,CCD,SAH,,False
521,OMI CET,000-BBD-706,2460630.63661,10.178,0.016,False,Johnson B,CCD,SAH,,False
522,OMI CET,000-BBD-706,2460633.80628,8.828,0.051,False,Johnson V,CCD,FJAG,1.402,False
523,OMI CET,000-BBD-706,2460635.67225,8.798,0.022,False,Johnson V,CCD,FJAG,1.297,False
524,OMI CET,000-BBD-706,2460636.70236,8.720,0.029,False,Johnson V,CCD,FJAG,1.238,False
525,OMI CET,000-BBD-706,2460637.65279,8.563,0.030,False,Johnson V,CCD,FJAG,1.342,False
526,OMI CET,000-BBD-706,2460638.11058,8.609,0.150,False,Johnson V,CCD,LBEC,1.409,False
527,MIRA,000-BBD-706,2460641.51818,8.925,0.004,False,Johnson V,CCD,DEY,1.755,True
528,MIRA,000-BBD-706,2460641.51857,10.092,0.005,False,Johnson B,CCD,DEY,1.751,True
529,OMI CET,000-BBD-706,2460645.59253,9.017,0.026,False,Johnson V,CCD,SAH,,False
530,OMI CET,000-BBD-706,2460645.60732,10.211,0.017,False,Johnson B,CCD,SAH,,False
531,OMI CET,000-BBD-706,2460645.70851,9.018,0.025,False,Johnson V,CCD,FJAG,1.234,False
532,OMI CET,000-BBD-706,2460647.61190,8.916,0.004,False,Johnson V,CCD,FJAG,1.401,False
533,MIRA,000-BBD-706,2460657.52236,8.454,0.004,False,Johnson V,CCD,DEY,1.439,True
534,MIRA,000-BBD-706,2460657.52275,9.804,0.004,False,Johnson B,CCD,DEY,1.437,True
535,OMI CET,000-BBD-706,2460659.5549,8.4,0.004,False,Johnson V,CCD,PYG,,False
536,OMI CET,000-BBD-706,2460660.00041,10.186,0.087,False,Johnson B,CCD,LBEC,1.282,False
537,OMI CET,000-BBD-706,2460664.71995,8.339,0.010,False,Johnson V,CCD,SFOA,1.338,False
538,OMI CET,000-BBD-706,2460664.72055,8.352,0.019,False,Johnson V,CCD,SFOA,1.340,False
539,OMI CET,000-BBD-706,2460664.72113,8.334,0.016,False,Johnson V,CCD,SFOA,1.342,False
540,OMI CET,000-BBD-706,2460664.72172,8.332,0.010,False,Johnson V,CCD,SFOA,1.345,False
541,OMI CET,000-BBD-706,2460664.72231,8.327,0.014,False,Johnson V,CCD,SFOA,1.347,False
