#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
85,BH CRU,000-BCV-591,2459088.99765,8.921,0.013,False,Johnson V,CCD,KIAB,2.136,False
86,BH CRU,000-BCV-591,2459088.99813,8.910,0.004,False,Johnson V,CCD,KIAB,2.143,False
87,BH CRU,000-BCV-591,2459088.99853,8.904,0.004,False,Johnson V,CCD,KIAB,2.148,False
88,BH CRU,000-BCV-591,2459186.32352,15.202,0.080,False,Johnson B,CCD,MSD,1.476,True
89,BH CRU,000-BCV-591,2459186.32630,9.734,0.005,False,Johnson V,CCD,MSD,1.462,True
90,BH CRU,000-BCV-591,2459191.31440,15.245,0.044,False,Johnson B,CCD,MSD,1.450,True
91,BH CRU,000-BCV-591,2459191.32666,9.778,0.005,False,Johnson V,CCD,MSD,1.393,True
92,BH Cru,000-BCV-591,2459198.32566,9.718,0.004,False,Johnson V,CCD,MSD,1.317,True
93,BH CRU,000-BCV-591,2459201.33426,9.671,0.004,False,Johnson V,CCD,MSD,1.261,True
94,BH CRU,000-BCV-591,2459204.32291,14.957,0.024,False,Johnson B,CCD,MSD,1.267,True
95,BH CRU,000-BCV-591,2459204.33536,9.624,0.004,False,Johnson V,CCD,MSD,1.232,True
96,BH CRU,000-BCV-591,2459204.33536,9.638,0.004,False,Johnson V,CCD,MSD,1.232,True
97,BH CRU,000-BCV-591,2459219.34188,9.514,0.004,False,Johnson V,CCD,MSD,1.136,True
98,BH CRU,000-BCV-591,2459220.33049,14.908,0.009,False,Johnson B,CCD,MSD,1.149,True
99,BH CRU,000-BCV-591,2459220.34285,9.497,0.004,False,Johnson V,CCD,MSD,1.131,True
100,BH CRU,000-BCV-591,2459227.34800,9.426,0.004,False,Johnson V,CCD,MSD,1.108,True
101,BH CRU,000-BCV-591,2459230.35086,9.413,0.004,False,Johnson V,CCD,MSD,1.102,True
102,BH CRU,000-BCV-591,2459240.34765,9.200,0.004,False,Johnson V,CCD,MSD,1.100,True
103,BH CRU,000-BCV-591,2459241.01301,9.315,0.008,False,Johnson V,CCD,MSD,1.866,False
104,BH CRU,000-BCV-591,2459252.1896,13.05,0.05,False,Johnson B,CCD,DSI,,True
105,BH CRU,000-BCV-591,2459252.1896,8.93,0.03,False,Johnson V,CCD,DSI,,True
106,BH CRU,000-BCV-591,2459259.14807,8.972,0.005,False,Johnson V,CCD,MSD,1.085,False
107,BH CRU,000-BCV-591,2459288.24674,13.251,0.008,False,Johnson B,CCD,MSD,1.116,True
108,BH CRU,000-BCV-591,2459288.25831,8.687,0.003,False,Johnson V,CCD,MSD,1.125,False
109,BH CRU,000-BCV-591,2459291.21480,13.224,0.003,False,Johnson B,CCD,MSD,1.102,True
110,BH CRU,000-BCV-591,2459291.22659,8.628,0.004,False,Johnson V,CCD,MSD,1.106,True
111,BH CRU,000-BCV-591,2459293.20954,13.205,0.004,False,Johnson B,CCD,MSD,1.102,True
112,BH CRU,000-BCV-591,2459293.22113,8.622,0.006,False,Johnson V,CCD,MSD,1.106,True
113,BH CRU,000-BCV-591,2459300.19003,13.150,0.003,False,Johnson B,CCD,MSD,1.102,True
114,BH CRU,000-BCV-591,2459300.20162,8.592,0.003,False,Johnson V,CCD,MSD,1.105,True
115,BH CRU,000-BCV-591,2459302.18744,13.127,0.004,False,Johnson B,CCD,MSD,1.103,True
116,BH CRU,000-BCV-591,2459302.19910,8.600,0.001,False,Johnson V,CCD,MSD,1.107,True
117,BH CRU,000-BCV-591,2459304.16866,13.105,0.003,False,Johnson B,CCD,MSD,1.100,True
118,BH CRU,000-BCV-591,2459304.18050,8.564,0.002,False,Johnson V,CCD,MSD,1.101,True
119,BH CRU,000-BCV-591,2459306.9319,12.44,0.01,False,Johnson B,CCD,DSI,,True
120,BH CRU,000-BCV-591,2459306.9319,8.40,0.01,False,Johnson V,CCD,DSI,,True
121,BH CRU,000-BCV-591,2459307.07421,13.365,0.003,False,Johnson B,CCD,MSD,1.185,True
122,BH CRU,000-BCV-591,2459309.16545,12.809,0.007,False,Johnson B,CCD,MSD,1.102,True
123,BH CRU,000-BCV-591,2459309.17743,8.453,0.014,False,Johnson V,CCD,MSD,1.106,True
124,BH CRU,000-BCV-591,2459313.16516,12.757,0.008,False,Johnson B,CCD,MSD,1.107,True
125,BH CRU,000-BCV-591,2459313.17691,8.415,0.003,False,Johnson V,CCD,MSD,1.112,True
126,BH CRU,000-BCV-591,2459318.15221,12.690,0.005,False,Johnson B,CCD,MSD,1.107,True
127,BH CRU,000-BCV-591,2459318.16395,8.393,0.004,False,Johnson V,CCD,MSD,1.113,True
128,BH CRU,000-BCV-591,2459321.11506,12.833,0.003,False,Johnson B,CCD,MSD,1.101,True
129,BH CRU,000-BCV-591,2459321.12675,8.466,0.008,False,Johnson V,CCD,MSD,1.100,True
130,BH CRU,000-BCV-591,2459322.08766,12.816,0.005,False,Johnson B,CCD,MSD,1.110,True
131,BH CRU,000-BCV-591,2459322.09929,8.403,0.008,False,Johnson V,CCD,MSD,1.103,True
132,BH CRU,000-BCV-591,2459325.06064,12.741,0.011,False,Johnson B,CCD,MSD,1.128,True
133,BH CRU,000-BCV-591,2459325.07226,8.356,0.003,False,Johnson V,CCD,MSD,1.116,True
134,BH CRU,000-BCV-591,2459330.06856,12.658,0.012,False,Johnson B,CCD,MSD,1.109,True
135,BH CRU,000-BCV-591,2459330.08019,8.326,0.004,False,Johnson V,CCD,MSD,1.102,True
136,BH CRU,000-BCV-591,2459332.07910,12.640,0.008,False,Johnson B,CCD,MSD,1.102,True
137,BH CRU,000-BCV-591,2459332.09072,8.316,0.004,False,Johnson V,CCD,MSD,1.099,True
138,BH CRU,000-BCV-591,2459335.29472,12.521,0.043,False,Johnson B,CCD,MSD,1.833,True
139,BH CRU,000-BCV-591,2459355.24907,12.123,0.015,False,Johnson B,CCD,MSD,1.924,True
140,BH CRU,000-BCV-591,2459355.26068,8.053,0.004,False,Johnson V,CCD,MSD,2.037,True
141,BH CRU,000-BCV-591,2459367.21676,11.727,0.008,False,Johnson B,CCD,MSD,1.927,True
142,BH CRU,000-BCV-591,2459367.22846,7.894,0.007,False,Johnson V,CCD,MSD,2.041,True
143,BH CRU,000-BCV-591,2459391.03561,11.031,0.002,False,Johnson B,CCD,MSD,1.241,True
144,BH CRU,000-BCV-591,2459392.05663,10.995,0.006,False,Johnson B,CCD,MSD,1.320,True
145,BH CRU,000-BCV-591,2459392.06818,7.537,0.007,False,Johnson V,CCD,MSD,1.359,True
146,BH CRU,000-BCV-591,2459398.496887,7.452,0.002,False,Johnson V,CCD,SEPA,1.490,False
147,BH CRU,000-BCV-591,2459414.476146,7.289,0.001,False,Johnson V,CCD,SEPA,1.669,False
148,BH CRU,000-BCV-591,2459417.07480,7.362,0.005,False,Johnson V,CCD,MSD,1.853,True
149,BH CRU,000-BCV-591,2459436.93345,10.198,0.004,False,Johnson B,CCD,PJAD,1.604,False
150,BH CRU,000-BCV-591,2459436.93428,7.287,0.001,False,Johnson V,CCD,PJAD,1.609,False
151,BH CRU,000-BCV-591,2459546.33382,11.391,0.006,False,Johnson B,CCD,MSD,1.501,True
152,BH CRU,000-BCV-591,2459550.31593,11.487,0.002,False,Johnson B,CCD,MSD,1.544,True
153,BH CRU,000-BCV-591,2459550.32512,8.339,0.007,False,Johnson V,CCD,MSD,1.493,True
154,BH CRU,000-BCV-591,2459552.28247,11.515,0.003,False,Johnson B,CCD,MSD,1.752,True
155,BH CRU,000-BCV-591,2459552.29162,8.356,0.012,False,Johnson V,CCD,MSD,1.681,True
156,BH CRU,000-BCV-591,2459561.31326,11.632,0.006,False,Johnson B,CCD,MSD,1.396,True
157,BH CRU,000-BCV-591,2459561.32243,8.509,0.008,False,Johnson V,CCD,MSD,1.357,True
158,BH CRU,000-BCV-591,2459564.24706,11.679,0.003,False,Johnson B,CCD,MSD,1.776,True
159,BH CRU,000-BCV-591,2459564.25625,8.495,0.003,False,Johnson V,CCD,MSD,1.702,True
160,BH CRU,000-BCV-591,2459568.23501,11.765,0.006,False,Johnson B,CCD,MSD,1.786,True
161,BH CRU,000-BCV-591,2459568.24417,8.561,0.003,False,Johnson V,CCD,MSD,1.712,True
162,BH CRU,000-BCV-591,2459589.25597,12.334,0.004,False,Johnson B,CCD,MSD,1.317,True
163,BH CRU,000-BCV-591,2459589.26516,8.850,0.003,False,Johnson V,CCD,MSD,1.287,True
164,BH CRU,000-BCV-591,2459591.32957,12.509,0.004,False,Johnson B,CCD,MSD,1.132,True
165,BH CRU,000-BCV-591,2459591.33890,8.884,0.003,False,Johnson V,CCD,MSD,1.125,True
166,BH CRU,000-BCV-591,2459594.33977,12.484,0.004,False,Johnson B,CCD,MSD,1.114,True
167,BH CRU,000-BCV-591,2459594.34895,8.901,0.004,False,Johnson V,CCD,MSD,1.108,True
168,BH CRU,000-BCV-591,2459596.30535,12.654,0.005,False,Johnson B,CCD,MSD,1.147,True
169,BH CRU,000-BCV-591,2459596.31461,8.944,0.004,False,Johnson V,CCD,MSD,1.138,True
170,BH CRU,000-BCV-591,2459600.19238,12.637,0.005,False,Johnson B,CCD,MSD,1.471,True
171,BH CRU,000-BCV-591,2459600.20159,8.996,0.004,False,Johnson V,CCD,MSD,1.427,True
172,BH CRU,000-BCV-591,2459604.26110,12.794,0.005,False,Johnson B,CCD,MSD,1.190,True
173,BH CRU,000-BCV-591,2459604.27031,9.031,0.004,False,Johnson V,CCD,MSD,1.173,True
174,BH CRU,000-BCV-591,2459606.16541,12.838,0.005,False,Johnson B,CCD,MSD,1.531,True
175,BH CRU,000-BCV-591,2459606.17459,9.098,0.004,False,Johnson V,CCD,MSD,1.481,True
176,BH CRU,000-BCV-591,2459608.16162,12.913,0.005,False,Johnson B,CCD,MSD,1.521,True
177,BH CRU,000-BCV-591,2459608.17082,9.132,0.004,False,Johnson V,CCD,MSD,1.472,True
178,BH CRU,000-BCV-591,2459610.20484,12.976,0.005,False,Johnson B,CCD,MSD,1.297,True
179,BH CRU,000-BCV-591,2459610.21404,9.138,0.004,False,Johnson V,CCD,MSD,1.269,True
180,BH CRU,000-BCV-591,2459614.34315,13.136,0.006,False,Johnson B,CCD,MSD,1.102,True
181,BH CRU,000-BCV-591,2459614.35416,9.187,0.004,False,Johnson V,CCD,MSD,1.102,True
182,BH CRU,000-BCV-591,2459616.14594,13.172,0.006,False,Johnson B,CCD,MSD,1.486,True
183,BH CRU,000-BCV-591,2459616.15514,9.222,0.004,False,Johnson V,CCD,MSD,1.440,True
184,BH CRU,000-BCV-591,2459621.33531,13.375,0.007,False,Johnson B,CCD,MSD,1.118,True
185,BH CRU,000-BCV-591,2459621.34448,9.290,0.005,False,Johnson V,CCD,MSD,1.125,True
186,BH CRU,000-BCV-591,2459623.35442,9.286,0.005,False,Johnson V,CCD,MSD,1.139,True
187,BH CRU,000-BCV-591,2459626.12970,13.519,0.008,False,Johnson B,CCD,MSD,1.430,True
188,BH CRU,000-BCV-591,2459626.13888,9.320,0.004,False,Johnson V,CCD,MSD,1.390,True
189,BH CRU,000-BCV-591,2459629.17376,13.616,0.007,False,Johnson B,CCD,MSD,1.234,True
190,BH CRU,000-BCV-591,2459629.18299,9.390,0.004,False,Johnson V,CCD,MSD,1.212,True
191,BH CRU,000-BCV-591,2459632.16431,13.721,0.008,False,Johnson B,CCD,MSD,1.238,True
192,BH CRU,000-BCV-591,2459632.17350,9.425,0.005,False,Johnson V,CCD,MSD,1.216,True
193,BH CRU,000-BCV-591,2459637.11612,13.856,0.008,False,Johnson B,CCD,MSD,1.354,True
194,BH CRU,000-BCV-591,2459637.12532,9.493,0.005,False,Johnson V,CCD,MSD,1.320,True
195,BH CRU,000-BCV-591,2459642.12218,13.993,0.009,False,Johnson B,CCD,MSD,1.284,True
196,BH CRU,000-BCV-591,2459642.13137,9.553,0.005,False,Johnson V,CCD,MSD,1.257,True
197,BH CRU,000-BCV-591,2459644.18573,14.055,0.009,False,Johnson B,CCD,MSD,1.133,True
198,BH CRU,000-BCV-591,2459644.19492,9.588,0.005,False,Johnson V,CCD,MSD,1.123,True
199,BH CRU,000-BCV-591,2459646.18580,14.094,0.010,False,Johnson B,CCD,MSD,1.136,True
200,BH CRU,000-BCV-591,2459646.19499,9.602,0.005,False,Johnson V,CCD,MSD,1.128,True
201,BH CRU,000-BCV-591,2459654.95935,9.588,0.010,False,Johnson V,CCD,PJAD,1.388,False
202,BH CRU,000-BCV-591,2459658.96722,9.630,0.006,False,Johnson V,CCD,PJAD,1.309,False
203,BH CRU,000-BCV-591,2459660.20674,9.613,0.006,False,Johnson V,CCD,PJAD,1.142,False
204,BH CRU,000-BCV-591,2459660.35358,14.281,0.013,False,Johnson B,CCD,MSD,1.458,True
205,BH CRU,000-BCV-591,2459660.36280,9.674,0.005,False,Johnson V,CCD,MSD,1.503,True
206,BH CRU,000-BCV-591,2459661.27281,9.633,0.006,False,Johnson V,CCD,PJAD,1.350,False
207,BH CRU,000-BCV-591,2459661.94990,9.630,0.006,False,Johnson V,CCD,PJAD,1.345,False
208,BH CRU,000-BCV-591,2459662.11948,14.280,0.011,False,Johnson B,CCD,MSD,1.152,True
209,BH CRU,000-BCV-591,2459662.12905,9.673,0.005,False,Johnson V,CCD,MSD,1.139,True
210,BH CRU,000-BCV-591,2459663.07106,9.613,0.008,False,Johnson V,CCD,PJAD,1.069,False
211,BH CRU,000-BCV-591,2459663.97244,9.609,0.005,False,Johnson V,CCD,PJAD,1.243,False
212,BH CRU,000-BCV-591,2459664.94876,9.625,0.007,False,Johnson V,CCD,PJAD,1.317,False
213,BH CRU,000-BCV-591,2459665.94613,9.616,0.006,False,Johnson V,CCD,PJAD,1.317,False
214,BH CRU,000-BCV-591,2459667.95594,9.660,0.010,False,Johnson V,CCD,PJAD,1.261,False
215,BH CRU,000-BCV-591,2459673.91715,9.634,0.006,False,Johnson V,CCD,PJAD,1.345,False
216,BH CRU,000-BCV-591,2459675.12024,14.267,0.016,False,Johnson B,CCD,MSD,1.111,True
217,BH CRU,000-BCV-591,2459675.12942,9.684,0.006,False,Johnson V,CCD,MSD,1.105,True
218,BH CRU,000-BCV-591,2459676.91150,9.567,0.020,False,Johnson V,CCD,PJAD,1.335,False
219,BH CRU,000-BCV-591,2459682.06132,9.615,0.005,False,Johnson V,CCD,PJAD,1.057,False
220,BH CRU,000-BCV-591,2459682.30049,14.235,0.011,False,Johnson B,CCD,MSD,1.497,True
221,BH CRU,000-BCV-591,2459682.30968,9.661,0.005,False,Johnson V,CCD,MSD,1.545,True
222,BH CRU,000-BCV-591,2459682.90067,9.622,0.005,False,Johnson V,CCD,PJAD,1.313,False
223,BH CRU,000-BCV-591,2459684.10155,14.193,0.013,False,Johnson B,CCD,MSD,1.107,True
224,BH CRU,000-BCV-591,2459684.11073,9.652,0.005,False,Johnson V,CCD,MSD,1.102,True
225,BH CRU,000-BCV-591,2459685.90847,9.588,0.005,False,Johnson V,CCD,PJAD,1.255,False
226,BH CRU,000-BCV-591,2459687.08241,14.126,0.018,False,Johnson B,CCD,MSD,1.115,True
227,BH CRU,000-BCV-591,2459687.09160,9.629,0.005,False,Johnson V,CCD,MSD,1.108,True
228,BH CRU,000-BCV-591,2459690.14544,14.162,0.012,False,Johnson B,CCD,MSD,1.114,True
229,BH CRU,000-BCV-591,2459690.15461,9.551,0.005,False,Johnson V,CCD,MSD,1.121,True
230,BH CRU,000-BCV-591,2459691.96361,9.549,0.005,False,Johnson V,CCD,PJAD,1.097,False
231,BH CRU,000-BCV-591,2459692.89225,9.545,0.005,False,Johnson V,CCD,PJAD,1.246,False
232,BH CRU,000-BCV-591,2459705.26900,13.917,0.010,False,Johnson B,CCD,MSD,1.715,True
233,BH CRU,000-BCV-591,2459705.27816,9.437,0.005,False,Johnson V,CCD,MSD,1.783,True
234,BH CRU,000-BCV-591,2459716.03531,13.682,0.011,False,Johnson B,CCD,MSD,1.100,True
235,BH CRU,000-BCV-591,2459716.04448,9.274,0.005,False,Johnson V,CCD,MSD,1.100,True
236,BH CRU,000-BCV-591,2459719.96135,9.174,0.005,False,Johnson V,CCD,PJAD,1.058,False
237,BH CRU,000-BCV-591,2459720.87653,9.161,0.004,False,Johnson V,CCD,PJAD,1.108,False
238,BH CRU,000-BCV-591,2459722.87429,13.433,0.050,False,Johnson B,CCD,PJAD,1.103,False
239,BH CRU,000-BCV-591,2459722.87513,9.114,0.004,False,Johnson V,CCD,PJAD,1.102,False
240,BH CRU,000-BCV-591,2459726.96741,9.123,0.008,False,Johnson V,CCD,PJAD,1.069,False
241,BH CRU,000-BCV-591,2459731.87236,13.164,0.040,False,Johnson B,CCD,PJAD,1.077,False
242,BH CRU,000-BCV-591,2459731.87321,8.930,0.003,False,Johnson V,CCD,PJAD,1.077,False
243,BH CRU,000-BCV-591,2459732.2390,8.764,0.009,False,Johnson V,DSLR,BLD,,True
244,BH CRU,000-BCV-591,2459760.1959,8.235,0.007,False,Johnson V,DSLR,BLD,,True
245,BH CRU,000-BCV-591,2459760.1959,12.083,0.037,False,Johnson B,DSLR,BLD,,True
246,BH CRU,000-BCV-591,2459760.3109,8.239,0.008,False,Johnson V,DSLR,BLD,,True
247,BH CRU,000-BCV-591,2459760.3109,11.989,0.036,False,Johnson B,DSLR,BLD,,True
248,BH CRU,000-BCV-591,2459762.91753,12.345,0.022,False,Johnson B,CCD,PJAD,1.128,False
249,BH CRU,000-BCV-591,2459762.91833,8.390,0.003,False,Johnson V,CCD,PJAD,1.129,False
250,BH CRU,000-BCV-591,2459764.2874,8.210,0.011,False,Johnson V,DSLR,BLD,,True
251,BH CRU,000-BCV-591,2459764.2874,11.979,0.032,False,Johnson B,DSLR,BLD,,True
252,BH CRU,000-BCV-591,2459765.88515,8.352,0.006,False,Johnson V,CCD,PJAD,1.092,False
253,BH CRU,000-BCV-591,2459766.97277,12.240,0.024,False,Johnson B,CCD,PJAD,1.308,False
254,BH CRU,000-BCV-591,2459766.97356,8.361,0.003,False,Johnson V,CCD,PJAD,1.311,False
255,BH CRU,000-BCV-591,2459770.89925,8.412,0.008,False,Johnson V,CCD,PJAD,1.134,False
256,BH CRU,000-BCV-591,2459797.2061,7.991,0.011,False,Johnson V,DSLR,BLD,,True
257,BH CRU,000-BCV-591,2459797.2061,11.485,0.025,False,Johnson B,DSLR,BLD,,False
258,BH CRU,000-BCV-591,2459802.2011,7.969,0.009,False,Johnson V,DSLR,BLD,,True
259,BH CRU,000-BCV-591,2459802.2011,11.661,0.004,False,Johnson B,DSLR,BLD,,True
260,BH CRU,000-BCV-591,2459829.91293,11.412,0.019,False,Johnson B,CCD,PJAD,2.115,False
261,BH CRU,000-BCV-591,2459829.91373,8.056,0.004,False,Johnson V,CCD,PJAD,2.124,False
262,BH CRU,000-BCV-591,2459835.91705,11.025,0.052,False,Johnson B,CCD,PJAD,2.397,False
