#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
258,R_LEO,000-BBQ-798,2458875.59455,8.106,0.082,False,Johnson B,CCD,SFRA,1.988,False
259,R_LEO,000-BBQ-798,2458875.59468,6.611,0.012,False,Johnson V,CCD,SFRA,1.986,False
260,R_LEO,000-BBQ-798,2458878.75028,8.182,0.024,False,Johnson B,CCD,SFRA,1.183,False
261,R_LEO,000-BBQ-798,2458878.75064,6.641,0.014,False,Johnson V,CCD,SFRA,1.183,False
262,R LEO,000-BBQ-798,2458879.4110,6.672,0.017,False,Johnson V,DSLR,VOL,1.44,True
263,R Leo,000-BBQ-798,2458879.5520,6.648,0.013,False,Johnson V,DSLR,SHS,2.158,True
264,R_LEO,000-BBQ-798,2458879.65508,8.168,0.005,False,Johnson B,CCD,SFRA,1.317,False
265,R_LEO,000-BBQ-798,2458879.65530,6.703,0.003,False,Johnson V,CCD,SFRA,1.316,False
266,R_LEO,000-BBQ-798,2458879.75995,8.247,0.023,False,Johnson B,CCD,SFRA,1.186,False
267,R_LEO,000-BBQ-798,2458879.76030,6.683,0.009,False,Johnson V,CCD,SFRA,1.187,False
268,R LEO,000-BBQ-798,2458884.3545,6.783,0.020,False,Johnson V,DSLR,VOL,1.73,True
269,R_LEO,000-BBQ-798,2458894.71759,8.649,0.037,False,Johnson B,CCD,SFRA,1.186,False
270,R_LEO,000-BBQ-798,2458894.71779,7.172,0.025,False,Johnson V,CCD,SFRA,1.186,False
271,R_LEO,000-BBQ-798,2458897.63053,8.703,0.046,False,Johnson B,CCD,SFRA,1.277,False
272,R_LEO,000-BBQ-798,2458897.63066,7.174,0.011,False,Johnson V,CCD,SFRA,1.276,False
273,R_LEO,000-BBQ-798,2458897.69834,8.799,0.052,False,Johnson B,CCD,SFRA,1.183,False
274,R_LEO,000-BBQ-798,2458897.69854,7.208,0.033,False,Johnson V,CCD,SFRA,1.183,False
275,R LEO,000-BBQ-798,2458898.3513,7.203,0.012,False,Johnson V,DSLR,VOL,1.48,True
276,R_LEO,000-BBQ-798,2458899.58183,8.704,0.017,False,Johnson B,CCD,SFRA,1.411,False
277,R_LEO,000-BBQ-798,2458899.71069,8.769,0.043,False,Johnson B,CCD,SFRA,1.190,False
278,R_LEO,000-BBQ-798,2458899.71111,7.203,0.019,False,Johnson V,CCD,SFRA,1.190,False
279,R LEO,000-BBQ-798,2458901.3479,7.264,0.020,False,Johnson V,DSLR,VOL,1.46,True
280,R Leo,000-BBQ-798,2458901.5604,7.158,0.044,False,Johnson V,DSLR,SHS,1.450,True
281,R_LEO,000-BBQ-798,2458901.68979,8.834,0.086,False,Johnson B,CCD,SFRA,1.184,True
282,R_LEO,000-BBQ-798,2458901.69021,7.163,0.024,False,Johnson V,CCD,SFRA,1.184,True
283,R_LEO,000-BBQ-798,2458902.56060,8.875,0.116,False,Johnson B,CCD,SFRA,1.557,True
284,R_LEO,000-BBQ-798,2458902.56074,7.104,0.020,False,Johnson V,CCD,SFRA,1.556,True
285,R_LEO,000-BBQ-798,2458910.55788,9.103,0.070,False,Johnson B,CCD,SFRA,1.432,True
286,R_LEO,000-BBQ-798,2458910.55800,7.446,0.042,False,Johnson V,CCD,SFRA,1.432,True
287,R LEO,000-BBQ-798,2458911.71766,9.294,0.018,False,Johnson B,CCD,KNAA,1.188,True
288,R LEO,000-BBQ-798,2458911.71845,7.503,0.013,False,Johnson V,CCD,KNAA,1.186,True
289,R LEO,000-BBQ-798,2458912.45259,7.35,0.002,False,Johnson V,CCD,FGP,,
290,R LEO,000-BBQ-798,2458912.45319,7.369,0.002,False,Johnson V,CCD,FGP,,
291,R_LEO,000-BBQ-798,2458914.53094,9.223,0.091,False,Johnson B,CCD,SFRA,1.534,True
292,R_LEO,000-BBQ-798,2458914.53106,7.537,0.021,False,Johnson V,CCD,SFRA,1.533,True
293,R_LEO,000-BBQ-798,2458914.63617,9.575,0.008,False,Johnson B,CCD,SFRA,1.154,True
294,R_LEO,000-BBQ-798,2458914.63674,7.642,0.015,False,Johnson V,CCD,SFRA,1.153,True
295,R_LEO,000-BBQ-798,2458923.64686,9.462,0.004,False,Johnson B,CCD,SFRA,1.185,False
296,R_LEO,000-BBQ-798,2458923.64701,7.965,0.003,False,Johnson V,CCD,SFRA,1.184,False
297,R LEO,000-BBQ-798,2458923.98681,8.1,,False,Johnson V,CCD,TYGA,,False
298,R LEO,000-BBQ-798,2458924.27986,7.898,0.01,False,Johnson V,CCD,TUB,"1,18",False
299,R_LEO,000-BBQ-798,2458924.62546,9.501,0.004,False,Johnson B,CCD,SFRA,1.256,False
300,R_LEO,000-BBQ-798,2458924.62561,8.007,0.003,False,Johnson V,CCD,SFRA,1.256,False
301,R Leo,000-BBQ-798,2458926.45486,7.9,0.08,False,Johnson V,DSLR,KMWA,1.365,True
302,R Leo,000-BBQ-798,2458926.45486,9.8,0.3,False,Johnson B,DSLR,KMWA,,True
303,R Leo,000-BBQ-798,2458930.5250,7.979,0.012,False,Johnson V,DSLR,SHS,1.275,True
304,R_LEO,000-BBQ-798,2458931.53501,9.734,0.033,False,Johnson B,CCD,SFRA,1.285,True
305,R_LEO,000-BBQ-798,2458931.53517,7.994,0.025,False,Johnson V,CCD,SFRA,1.285,True
306,R LEO,000-BBQ-798,2458932.45,10.04,0.10,False,Johnson B,DSLR,PHG,2.062,True
307,R LEO,000-BBQ-798,2458932.45,8.11,0.05,False,Johnson V,DSLR,PHG,2.062,True
308,R_LEO,000-BBQ-798,2458933.54255,9.795,0.075,False,Johnson B,CCD,SFRA,1.249,True
309,R_LEO,000-BBQ-798,2458933.54267,8.061,0.027,False,Johnson V,CCD,SFRA,1.249,True
310,R LEO,000-BBQ-798,2458934.4616,8.26,,False,Johnson V,CCD,BQC,,False
311,R_LEO,000-BBQ-798,2458936.54073,9.880,0.028,False,Johnson B,CCD,SFRA,1.235,True
312,R_LEO,000-BBQ-798,2458936.54086,8.029,0.044,False,Johnson V,CCD,SFRA,1.234,True
313,R_LEO,000-BBQ-798,2458937.67906,9.883,0.043,False,Johnson B,CCD,SFRA,1.075,False
314,R_LEO,000-BBQ-798,2458937.67922,8.331,0.026,False,Johnson V,CCD,SFRA,1.075,False
315,R LEO,000-BBQ-798,2458938.27639,8.318,0.04,False,Johnson V,CCD,TUB,"1,18",False
316,R Leo,000-BBQ-798,2458940.43333,8.275,0.02,False,Johnson V,DSLR,KMWA,1.413,True
317,R Leo,000-BBQ-798,2458940.43333,10.21,0.05,False,Johnson B,DSLR,KMWA,1.413,True
318,R LEO,000-BBQ-798,2458941.27153,8.186,0.08,False,Johnson V,CCD,TUB,"1,18",False
319,R_LEO,000-BBQ-798,2458942.79336,8.472,0.043,False,Johnson V,CCD,SFRA,1.450,False
320,R_LEO,000-BBQ-798,2458945.64439,10.128,0.031,False,Johnson B,CCD,SFRA,1.080,False
321,R_LEO,000-BBQ-798,2458945.64466,8.545,0.019,False,Johnson V,CCD,SFRA,1.080,False
322,R_LEO,000-BBQ-798,2458945.79331,10.121,0.035,False,Johnson B,CCD,SFRA,1.517,False
323,R_LEO,000-BBQ-798,2458945.79392,8.549,0.012,False,Johnson V,CCD,SFRA,1.521,False
324,R LEO,000-BBQ-798,2458947.37884,8.252,0.002,False,Johnson V,CCD,FGP,,
325,R LEO,000-BBQ-798,2458947.37927,8.246,0.002,False,Johnson V,CCD,FGP,,
326,R_LEO,000-BBQ-798,2458947.79084,10.224,0.030,False,Johnson B,CCD,SFRA,1.544,False
327,R_LEO,000-BBQ-798,2458947.79112,8.527,0.014,False,Johnson V,CCD,SFRA,1.545,False
328,R_LEO,000-BBQ-798,2458949.78105,10.268,0.022,False,Johnson B,CCD,SFRA,1.506,False
329,R_LEO,000-BBQ-798,2458949.78152,8.585,0.010,False,Johnson V,CCD,SFRA,1.510,False
330,R_LEO,000-BBQ-798,2458950.66348,10.358,0.036,False,Johnson B,CCD,SFRA,1.080,False
331,R_LEO,000-BBQ-798,2458950.66363,8.671,0.034,False,Johnson V,CCD,SFRA,1.080,False
332,R LEO,000-BBQ-798,2458951.354,10.60,0.15,False,Johnson B,DSLR,PHG,1.294,True
333,R LEO,000-BBQ-798,2458951.354,8.57,0.05,False,Johnson V,DSLR,PHG,1.294,True
334,R_LEO,000-BBQ-798,2458951.67041,10.438,0.025,False,Johnson B,CCD,SFRA,1.088,True
335,R_LEO,000-BBQ-798,2458951.67072,8.682,0.014,False,Johnson V,CCD,SFRA,1.089,True
336,R LEO,000-BBQ-798,2458952.66417,10.596,0.024,False,Johnson B,CCD,KNAA,1.090,True
337,R LEO,000-BBQ-798,2458952.66521,8.594,0.017,False,Johnson V,CCD,KNAA,1.089,True
338,R LEO,000-BBQ-798,2458953.43692,8.603,0.085,False,Johnson V,CCD,RZD,1.171,False
339,R LEO,000-BBQ-798,2458955.3444,11.2,0.1,False,Johnson B,DSLR,CTIA,1.2,True
340,R LEO,000-BBQ-798,2458955.3444,8.3,0.1,False,Johnson V,DSLR,CTIA,1.2,True
341,R_LEO,000-BBQ-798,2458955.70115,10.505,0.025,False,Johnson B,CCD,SFRA,1.168,False
342,R_LEO,000-BBQ-798,2458955.70144,8.844,0.021,False,Johnson V,CCD,SFRA,1.168,False
343,R Leo,000-BBQ-798,2458956.5680,8.568,0.0000,False,Johnson V,DSLR,SHS,1.257,True
344,R_LEO,000-BBQ-798,2458956.69897,10.538,0.028,False,Johnson B,CCD,SFRA,1.169,False
345,R_LEO,000-BBQ-798,2458956.69927,8.873,0.033,False,Johnson V,CCD,SFRA,1.170,False
346,R_LEO,000-BBQ-798,2458957.75397,10.633,0.021,False,Johnson B,CCD,SFRA,1.462,True
347,R_LEO,000-BBQ-798,2458957.75427,8.913,0.028,False,Johnson V,CCD,SFRA,1.464,True
348,R LEO,000-BBQ-798,2458960.29653,8.85,0.01,False,Johnson V,CCD,TUB,"1,18",False
349,R_LEO,000-BBQ-798,2458960.73318,10.716,0.044,False,Johnson B,CCD,SFRA,1.373,True
350,R_LEO,000-BBQ-798,2458960.73336,8.947,0.020,False,Johnson V,CCD,SFRA,1.374,True
351,R_LEO,000-BBQ-798,2458961.63784,10.699,0.015,False,Johnson B,CCD,SFRA,1.084,True
352,R_LEO,000-BBQ-798,2458961.63803,8.933,0.022,False,Johnson V,CCD,SFRA,1.084,True
353,R LEO,000-BBQ-798,2458963.37001,9.028,0.036,False,Johnson V,CCD,RZD,1.144,False
354,R_LEO,000-BBQ-798,2458963.74257,10.742,0.029,False,Johnson B,CCD,SFRA,1.504,True
355,R_LEO,000-BBQ-798,2458963.74307,9.100,0.021,False,Johnson V,CCD,SFRA,1.508,True
356,R LEO,000-BBQ-798,2458965.32292,9.219,0.05,False,Johnson V,CCD,TUB,"1,18",False
357,R LEO,000-BBQ-798,2458965.3917,8.53,0.08,False,Johnson V,DSLR,CTIA,1.8,True
358,R Leo,000-BBQ-798,2458965.3917,11.6,0.1,False,Johnson B,DSLR,CTIA,1.8,True
359,R_LEO,000-BBQ-798,2458965.73748,10.866,0.025,False,Johnson B,CCD,SFRA,1.507,True
360,R_LEO,000-BBQ-798,2458965.73795,9.108,0.038,False,Johnson V,CCD,SFRA,1.511,True
361,R_LEO,000-BBQ-798,2458966.73582,10.843,0.026,False,Johnson B,CCD,SFRA,1.516,False
362,R_LEO,000-BBQ-798,2458966.73635,9.169,0.012,False,Johnson V,CCD,SFRA,1.521,False
363,R_LEO,000-BBQ-798,2458966.74498,10.800,0.034,False,Johnson B,CCD,SFRA,1.631,False
364,R_LEO,000-BBQ-798,2458966.74553,9.059,0.013,False,Johnson V,CCD,SFRA,1.637,False
365,R_LEO,000-BBQ-798,2458968.71455,10.964,0.024,False,Johnson B,CCD,SFRA,1.394,True
366,R_LEO,000-BBQ-798,2458968.71475,9.186,0.015,False,Johnson V,CCD,SFRA,1.396,True
367,R Leo,000-BBQ-798,2458969.5368,9.412,0.024,False,Johnson V,DSLR,SHS,1.267,True
368,R_LEO,000-BBQ-798,2458969.63748,10.962,0.015,False,Johnson B,CCD,SFRA,1.110,True
369,R_LEO,000-BBQ-798,2458969.63767,9.220,0.015,False,Johnson V,CCD,SFRA,1.111,True
370,R LEO,000-BBQ-798,2458970.07292,9.0,,False,Johnson V,CCD,TYGA,,False
371,R_LEO,000-BBQ-798,2458972.64073,11.125,0.020,False,Johnson B,CCD,SFRA,1.133,True
372,R_LEO,000-BBQ-798,2458972.64091,9.280,0.024,False,Johnson V,CCD,SFRA,1.133,True
373,R_LEO,000-BBQ-798,2458973.62627,11.103,0.033,False,Johnson B,CCD,SFRA,1.110,True
374,R_LEO,000-BBQ-798,2458973.62646,9.318,0.020,False,Johnson V,CCD,SFRA,1.110,True
375,R LEO,000-BBQ-798,2458974.67167,11.274,0.042,False,Johnson B,CCD,KNAA,1.148,True
376,R LEO,000-BBQ-798,2458974.67278,9.294,0.030,False,Johnson V,CCD,KNAA,1.151,True
377,R_LEO,000-BBQ-798,2458975.63660,11.203,0.030,False,Johnson B,CCD,SFRA,1.142,True
378,R_LEO,000-BBQ-798,2458975.63678,9.376,0.028,False,Johnson V,CCD,SFRA,1.142,True
379,R_LEO,000-BBQ-798,2458976.63317,11.239,0.050,False,Johnson B,CCD,SFRA,1.140,True
380,R_LEO,000-BBQ-798,2458976.63338,9.380,0.031,False,Johnson V,CCD,SFRA,1.141,True
381,R LEO,000-BBQ-798,2458977.413,11.40,0.07,False,Johnson B,DSLR,PHG,2.080,True
382,R LEO,000-BBQ-798,2458977.413,9.32,0.05,False,Johnson V,DSLR,PHG,2.080,True
383,R_LEO,000-BBQ-798,2458977.62597,11.221,0.022,False,Johnson B,CCD,SFRA,1.130,True
384,R_LEO,000-BBQ-798,2458977.62617,9.501,0.021,False,Johnson V,CCD,SFRA,1.131,True
385,R LEO,000-BBQ-798,2458978.59836,9.358,0.005,False,Johnson V,CCD,JENJ,1.262,False
386,R LEO,000-BBQ-798,2458978.60873,11.381,0.007,False,Johnson B,CCD,JENJ,1.302,False
387,R LEO,000-BBQ-798,2458980.32639,9.391,0.07,False,Johnson V,CCD,TUB,"1,18",False
388,R_LEO,000-BBQ-798,2458981.72546,11.463,0.024,False,Johnson B,CCD,SFRA,1.878,True
389,R_LEO,000-BBQ-798,2458981.72567,9.498,0.098,False,Johnson V,CCD,SFRA,1.881,True
390,R_LEO,000-BBQ-798,2458982.62492,11.461,0.030,False,Johnson B,CCD,SFRA,1.161,True
391,R_LEO,000-BBQ-798,2458982.62510,9.556,0.026,False,Johnson V,CCD,SFRA,1.162,True
392,R_LEO,000-BBQ-798,2458983.63926,11.452,0.049,False,Johnson B,CCD,SFRA,1.217,True
393,R_LEO,000-BBQ-798,2458983.63943,9.587,0.019,False,Johnson V,CCD,SFRA,1.218,True
394,R Leo,000-BBQ-798,2458984.5819,9.565,0.016,False,Johnson V,DSLR,SHS,1.753,True
395,R_LEO,000-BBQ-798,2458985.63721,9.693,0.049,False,Johnson V,CCD,SFRA,1.231,True
396,R_LEO,000-BBQ-798,2458985.63748,11.485,0.021,False,Johnson B,CCD,SFRA,1.232,True
397,R_LEO,000-BBQ-798,2458986.62950,11.573,0.022,False,Johnson B,CCD,SFRA,1.212,True
398,R_LEO,000-BBQ-798,2458986.62969,9.665,0.029,False,Johnson V,CCD,SFRA,1.212,True
399,R LEO,000-BBQ-798,2458987.32639,9.756,0.08,False,Johnson V,CCD,TUB,,False
400,R LEO,000-BBQ-798,2458987.440,11.58,0.10,False,Johnson B,DSLR,PHG,3.556,True
401,R LEO,000-BBQ-798,2458987.440,9.60,0.05,False,Johnson V,DSLR,PHG,3.556,True
402,R LEO,000-BBQ-798,2458987.4556,9.58,,False,Johnson V,CCD,BQC,,False
403,R_LEO,000-BBQ-798,2458987.62524,11.559,0.023,False,Johnson B,CCD,SFRA,1.206,True
404,R_LEO,000-BBQ-798,2458987.62543,9.665,0.021,False,Johnson V,CCD,SFRA,1.207,True
405,R_LEO,000-BBQ-798,2458989.64252,11.702,0.025,False,Johnson B,CCD,SFRA,1.306,True
406,R_LEO,000-BBQ-798,2458989.64271,9.748,0.041,False,Johnson V,CCD,SFRA,1.307,True
407,R LEO,000-BBQ-798,2458990.33403,9.625,0.03,False,Johnson V,CCD,TUB,,False
408,R_LEO,000-BBQ-798,2458990.63725,11.713,0.026,False,Johnson B,CCD,SFRA,1.293,True
409,R_LEO,000-BBQ-798,2458990.63743,9.776,0.035,False,Johnson V,CCD,SFRA,1.294,True
410,R_LEO,000-BBQ-798,2458993.64841,11.736,0.025,False,Johnson B,CCD,SFRA,1.409,True
411,R_LEO,000-BBQ-798,2458993.64860,9.803,0.034,False,Johnson V,CCD,SFRA,1.410,True
412,R_LEO,000-BBQ-798,2458994.63894,11.800,0.032,False,Johnson B,CCD,SFRA,1.364,True
413,R_LEO,000-BBQ-798,2458994.63912,9.867,0.033,False,Johnson V,CCD,SFRA,1.365,True
414,R_LEO,000-BBQ-798,2458996.63750,11.918,0.033,False,Johnson B,CCD,SFRA,1.390,True
415,R_LEO,000-BBQ-798,2458996.63769,9.912,0.033,False,Johnson V,CCD,SFRA,1.392,True
416,R_LEO,000-BBQ-798,2459000.62791,12.004,0.033,False,Johnson B,CCD,SFRA,1.399,True
417,R_LEO,000-BBQ-798,2459000.62810,9.930,0.033,False,Johnson V,CCD,SFRA,1.401,True
418,R_LEO,000-BBQ-798,2459001.63122,11.932,0.033,False,Johnson B,CCD,SFRA,1.443,True
419,R_LEO,000-BBQ-798,2459001.63139,9.906,0.029,False,Johnson V,CCD,SFRA,1.444,True
420,R LEO,000-BBQ-798,2459002.416,12.08,0.24,False,Johnson B,DSLR,PHG,4.640,True
421,R LEO,000-BBQ-798,2459002.416,9.62,0.09,False,Johnson V,DSLR,PHG,4.640,True
422,R_LEO,000-BBQ-798,2459002.63295,11.980,0.034,False,Johnson B,CCD,SFRA,1.478,True
423,R_LEO,000-BBQ-798,2459002.63314,9.927,0.039,False,Johnson V,CCD,SFRA,1.479,True
424,R_LEO,000-BBQ-798,2459005.64866,11.626,0.531,False,Johnson B,CCD,SFRA,1.706,True
425,R_LEO,000-BBQ-798,2459005.64898,9.987,0.044,False,Johnson V,CCD,SFRA,1.723,True
426,R LEO,000-BBQ-798,2459007.61323,9.856,0.008,False,Johnson V,CCD,JENJ,2.058,False
427,R_LEO,000-BBQ-798,2459008.65005,12.028,0.030,False,Johnson B,CCD,SFRA,1.852,True
428,R_LEO,000-BBQ-798,2459008.65023,9.998,0.031,False,Johnson V,CCD,SFRA,1.855,True
429,R LEO,000-BBQ-798,2459008.67728,12.209,0.052,False,Johnson B,CCD,KNAA,1.736,True
430,R LEO,000-BBQ-798,2459008.68006,9.903,0.037,False,Johnson V,CCD,KNAA,1.798,True
431,R LEO,000-BBQ-798,2459012.36458,9.725,0.050,False,Johnson V,CCD,TUB,,False
432,R LEO,000-BBQ-798,2459012.60856,9.857,0.007,False,Johnson V,CCD,JENJ,2.233,False
433,R LEO,000-BBQ-798,2459012.62032,12.195,0.012,False,Johnson B,CCD,JENJ,2.515,False
434,R LEO,000-BBQ-798,2459018.97569,9.9,,False,Johnson V,CCD,TYGA,,False
435,R_LEO,000-BBQ-798,2459126.90791,7.843,0.056,False,Johnson B,CCD,SFRA,1.966,True
436,R_LEO,000-BBQ-798,2459126.90924,6.246,0.062,False,Johnson V,CCD,SFRA,1.947,True
437,R_LEO,000-BBQ-798,2459126.99551,7.665,0.024,False,Johnson B,CCD,SFRA,1.956,True
438,R_LEO,000-BBQ-798,2459126.99703,6.286,0.018,False,Johnson V,CCD,SFRA,1.930,True
439,R_LEO,000-BBQ-798,2459127.99205,7.635,0.034,False,Johnson B,CCD,SFRA,1.969,True
440,R_LEO,000-BBQ-798,2459127.99355,6.219,0.051,False,Johnson V,CCD,SFRA,1.943,True
441,R LEO,000-BBQ-798,2459128.6429,6.153,0.017,False,Johnson V,DSLR,VOL,2.31,True
442,R_LEO,000-BBQ-798,2459128.98926,7.614,0.044,False,Johnson B,CCD,SFRA,1.970,True
443,R_LEO,000-BBQ-798,2459128.99076,6.146,0.066,False,Johnson V,CCD,SFRA,1.944,True
444,R_LEO,000-BBQ-798,2459129.98756,7.503,0.030,False,Johnson B,CCD,SFRA,1.952,True
445,R_LEO,000-BBQ-798,2459129.98907,6.118,0.025,False,Johnson V,CCD,SFRA,1.926,True
446,R LEO,000-BBQ-798,2459130.6603,6.019,0.021,False,Johnson V,DSLR,VOL,1.95,True
447,R_LEO,000-BBQ-798,2459130.98512,7.456,0.039,False,Johnson B,CCD,SFRA,1.947,True
448,R_LEO,000-BBQ-798,2459130.98664,6.043,0.054,False,Johnson V,CCD,SFRA,1.921,True
449,R_LEO,000-BBQ-798,2459132.97975,7.311,0.033,False,Johnson B,CCD,SFRA,1.945,True
450,R_LEO,000-BBQ-798,2459132.98126,5.952,0.033,False,Johnson V,CCD,SFRA,1.920,True
451,R_LEO,000-BBQ-798,2459133.97716,7.245,0.010,False,Johnson B,CCD,SFRA,1.943,True
452,R_LEO,000-BBQ-798,2459133.97868,5.919,0.009,False,Johnson V,CCD,SFRA,1.917,True
453,R_LEO,000-BBQ-798,2459134.97463,7.217,0.057,False,Johnson B,CCD,SFRA,1.939,True
454,R_LEO,000-BBQ-798,2459134.97615,5.741,0.077,False,Johnson V,CCD,SFRA,1.914,True
455,R_LEO,000-BBQ-798,2459135.97086,7.247,0.005,False,Johnson B,CCD,SFRA,1.957,True
456,R_LEO,000-BBQ-798,2459135.97238,5.866,0.009,False,Johnson V,CCD,SFRA,1.931,True
457,R LEO,000-BBQ-798,2459137.6260,5.750,0.018,False,Johnson V,DSLR,VOL,2.17,True
458,R LEO,000-BBQ-798,2459137.6271,5.798,0.015,False,Johnson V,DSLR,VOL,2.15,True
459,R_LEO,000-BBQ-798,2459137.96503,7.162,0.051,False,Johnson B,CCD,SFRA,1.963,True
460,R_LEO,000-BBQ-798,2459137.96655,5.803,0.012,False,Johnson V,CCD,SFRA,1.937,True
461,R_LEO,000-BBQ-798,2459138.96421,7.117,0.017,False,Johnson B,CCD,SFRA,1.931,True
462,R_LEO,000-BBQ-798,2459138.96574,5.751,0.022,False,Johnson V,CCD,SFRA,1.906,True
463,R_LEO,000-BBQ-798,2459139.96006,7.079,0.004,False,Johnson B,CCD,SFRA,1.955,True
464,R_LEO,000-BBQ-798,2459139.96157,5.747,0.017,False,Johnson V,CCD,SFRA,1.930,True
465,R_LEO,000-BBQ-798,2459140.97336,7.014,0.048,False,Johnson B,CCD,SFRA,1.720,True
466,R_LEO,000-BBQ-798,2459140.97486,5.702,0.026,False,Johnson V,CCD,SFRA,1.701,True
467,R_LEO,000-BBQ-798,2459141.95453,7.040,0.014,False,Johnson B,CCD,SFRA,1.957,True
468,R_LEO,000-BBQ-798,2459141.95603,5.691,0.005,False,Johnson V,CCD,SFRA,1.931,True
469,R_LEO,000-BBQ-798,2459142.95123,7.075,0.035,False,Johnson B,CCD,SFRA,1.966,True
470,R_LEO,000-BBQ-798,2459142.95272,5.700,0.041,False,Johnson V,CCD,SFRA,1.941,True
471,R_LEO,000-BBQ-798,2459143.94904,7.013,0.020,False,Johnson B,CCD,SFRA,1.957,True
472,R_LEO,000-BBQ-798,2459143.95054,5.679,0.030,False,Johnson V,CCD,SFRA,1.932,True
473,R LEO,000-BBQ-798,2459144.6155,5.634,0.017,False,Johnson V,DSLR,VOL,2.04,True
474,R LEO,000-BBQ-798,2459144.6713,5.629,0.030,False,Johnson V,DSLR,VOL,1.51,True
475,R_LEO,000-BBQ-798,2459145.94410,7.054,0.030,False,Johnson B,CCD,SFRA,1.948,True
476,R_LEO,000-BBQ-798,2459145.94560,5.681,0.042,False,Johnson V,CCD,SFRA,1.923,True
477,R_LEO,000-BBQ-798,2459146.94135,7.041,0.026,False,Johnson B,CCD,SFRA,1.948,True
478,R_LEO,000-BBQ-798,2459146.94286,5.638,0.026,False,Johnson V,CCD,SFRA,1.923,True
479,R_LEO,000-BBQ-798,2459151.92973,7.055,0.019,False,Johnson B,CCD,SFRA,1.915,True
480,R_LEO,000-BBQ-798,2459151.93125,5.705,0.003,False,Johnson V,CCD,SFRA,1.890,True
481,R_LEO,000-BBQ-798,2459152.92525,7.103,0.012,False,Johnson B,CCD,SFRA,1.943,True
482,R_LEO,000-BBQ-798,2459152.92677,5.733,0.018,False,Johnson V,CCD,SFRA,1.918,True
483,R_LEO,000-BBQ-798,2459155.91889,7.155,0.103,False,Johnson B,CCD,SFRA,1.913,True
484,R_LEO,000-BBQ-798,2459155.92039,5.650,0.227,False,Johnson V,CCD,SFRA,1.889,True
485,R_LEO,000-BBQ-798,2459157.91138,7.158,0.012,False,Johnson B,CCD,SFRA,1.947,True
486,R_LEO,000-BBQ-798,2459157.91289,5.749,0.007,False,Johnson V,CCD,SFRA,1.922,True
487,R_LEO,000-BBQ-798,2459158.90914,7.136,0.016,False,Johnson B,CCD,SFRA,1.944,True
488,R_LEO,000-BBQ-798,2459158.91066,5.771,0.010,False,Johnson V,CCD,SFRA,1.924,True
489,R_LEO,000-BBQ-798,2459159.90569,7.150,0.005,False,Johnson B,CCD,SFRA,1.957,True
490,R_LEO,000-BBQ-798,2459159.90722,5.750,0.021,False,Johnson V,CCD,SFRA,1.936,True
491,R LEO,000-BBQ-798,2459161.6020,5.684,0.024,False,Johnson V,DSLR,VOL,1.67,True
492,R LEO,000-BBQ-798,2459161.6032,5.755,0.013,False,Johnson V,DSLR,VOL,1.66,True
493,R_LEO,000-BBQ-798,2459163.99140,7.219,0.033,False,Johnson B,CCD,SFRA,1.179,True
494,R_LEO,000-BBQ-798,2459163.99293,5.827,0.035,False,Johnson V,CCD,SFRA,1.176,True
495,R LEO,000-BBQ-798,2459164.98270,7.198,0.003,False,Johnson B,CCD,SFRA,1.199,True
496,R LEO,000-BBQ-798,2459164.98420,5.804,0.003,False,Johnson V,CCD,SFRA,1.195,True
497,R LEO,000-BBQ-798,2459165.96509,7.208,0.003,False,Johnson B,CCD,SFRA,1.258,True
498,R LEO,000-BBQ-798,2459165.96661,5.801,0.003,False,Johnson V,CCD,SFRA,1.253,True
499,R LEO,000-BBQ-798,2459167.97767,7.233,0.003,False,Johnson B,CCD,SFRA,1.188,True
500,R LEO,000-BBQ-798,2459167.97920,5.839,0.003,False,Johnson V,CCD,SFRA,1.184,True
501,R LEO,000-BBQ-798,2459168.6264,5.823,0.012,False,Johnson V,DSLR,VOL,1.41,True
502,R LEO,000-BBQ-798,2459168.6276,5.832,0.006,False,Johnson V,DSLR,VOL,1.41,True
503,R LEO,000-BBQ-798,2459168.84157,7.293,0.028,False,Johnson B,CCD,SFRA,1.495,True
504,R LEO,000-BBQ-798,2459168.84457,5.903,0.003,False,Johnson V,CCD,SFRA,1.480,True
505,R LEO,000-BBQ-798,2459168.95593,7.251,0.003,False,Johnson B,CCD,SFRA,1.263,True
506,R LEO,000-BBQ-798,2459168.95744,5.832,0.003,False,Johnson V,CCD,SFRA,1.257,True
507,R LEO,000-BBQ-798,2459169.95049,7.268,0.003,False,Johnson B,CCD,SFRA,1.275,True
508,R LEO,000-BBQ-798,2459169.95199,5.871,0.003,False,Johnson V,CCD,SFRA,1.270,True
509,R LEO,000-BBQ-798,2459170.95152,7.292,0.004,False,Johnson B,CCD,SFRA,1.258,True
510,R LEO,000-BBQ-798,2459170.95302,5.870,0.003,False,Johnson V,CCD,SFRA,1.253,True
511,R LEO,000-BBQ-798,2459171.97608,7.311,0.003,False,Johnson B,CCD,SFRA,1.160,True
512,R LEO,000-BBQ-798,2459171.97758,5.876,0.003,False,Johnson V,CCD,SFRA,1.157,True
513,R LEO,000-BBQ-798,2459172.5409,5.849,0.016,False,Johnson V,DSLR,VOL,2.01,True
