#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
37,R LEO,000-BBQ-798,2458245.33333,6.143,0.04,False,Johnson V,CCD,TUB,"1,18",False
38,R Leo,000-BBQ-798,2458247.5243,6.210,0.105,False,Johnson V,DSLR,SHS,1.296,True
39,R_LEO,000-BBQ-798,2458248.84788,7.577,0.007,False,Johnson B,CCD,SFRA,1.544,False
40,R_LEO,000-BBQ-798,2458248.84867,6.287,0.006,False,Johnson V,CCD,SFRA,1.552,False
41,R LEO,000-BBQ-798,2458250.33055,6.185,0.08,False,Johnson V,CCD,TUB,"2,56",False
42,R LEO,000-BBQ-798,2458252.3366,6.444,0.018,False,Johnson V,DSLR,VOL,1.581,True
43,R LEO,000-BBQ-798,2458252.651319,6.385,0.01,False,Johnson V,CCD,GDJA,,False
44,R LEO,000-BBQ-798,2458253.50208,6.522,0.15,False,Johnson V,CCD,TUB,"4,00",False
45,R_LEO,000-BBQ-798,2458253.83479,7.748,0.009,False,Johnson B,CCD,SFRA,1.554,False
46,R_LEO,000-BBQ-798,2458253.83558,6.426,0.008,False,Johnson V,CCD,SFRA,1.562,False
47,R LEO,000-BBQ-798,2458255.59293,8.135,0.198,False,Johnson B,CCD,TRE,1.334,True
48,R LEO,000-BBQ-798,2458255.59331,6.517,0.127,False,Johnson V,CCD,TRE,1.336,True
49,R Leo,000-BBQ-798,2458257.5472,6.412,0.057,False,Johnson V,DSLR,SHS,1.536,True
50,R LEO,000-BBQ-798,2458259.3832,6.532,0.037,False,Johnson V,DSLR,VOL,2.405,True
51,R LEO,000-BBQ-798,2458259.3851,6.607,0.040,False,Johnson V,DSLR,VOL,2.448,True
52,R LEO,000-BBQ-798,2458261.59683,8.279,0.206,False,Johnson B,CCD,TRE,1.444,True
53,R LEO,000-BBQ-798,2458261.59726,6.606,0.132,False,Johnson V,CCD,TRE,1.446,True
54,R LEO,000-BBQ-798,2458263.64156,6.651,0.131,False,Johnson V,CCD,TRE,1.938,True
55,R LEO,000-BBQ-798,2458263.64156,6.667,0.002,False,Johnson V,CCD,TRE,1.919,False
56,R LEO,000-BBQ-798,2458263.64411,8.310,0.204,False,Johnson B,CCD,TRE,1.977,True
57,R LEO,000-BBQ-798,2458263.64411,7.976,0.002,False,Johnson B,CCD,TRE,,False
58,R LEO,000-BBQ-798,2458265.61388,8.023,0.002,False,Johnson B,CCD,TRE,1.656,False
59,R LEO,000-BBQ-798,2458265.61388,8.360,0.205,False,Johnson B,CCD,TRE,1.667,True
60,R LEO,000-BBQ-798,2458265.61480,6.704,0.002,False,Johnson V,CCD,TRE,1.666,False
61,R LEO,000-BBQ-798,2458265.61480,6.691,0.132,False,Johnson V,CCD,TRE,1.676,True
62,R LEO,000-BBQ-798,2458266.60975,8.370,0.205,False,Johnson B,CCD,TRE,1.653,True
63,R LEO,000-BBQ-798,2458266.61015,6.700,0.132,False,Johnson V,CCD,TRE,1.657,True
64,R LEO,000-BBQ-798,2458269.36111,6.443,0.05,False,Johnson V,CCD,TUB,"4,00",False
65,R LEO,000-BBQ-798,2458274.58992,6.817,.064,False,Johnson V,DSLR,FRL,1.70,True
66,R LEO,000-BBQ-798,2458275.3563,6.754,0.035,False,Johnson V,DSLR,VOL,2.845,True
67,R LEO,000-BBQ-798,2458279.35347,7.563,0.11,False,Johnson V,CCD,TUB,"6,00",False
68,R_LEO,000-BBQ-798,2458434.94461,11.122,0.096,False,Johnson B,CCD,SFRA,1.191,False
69,R_LEO,000-BBQ-798,2458434.94571,8.951,0.030,False,Johnson V,CCD,SFRA,1.192,False
70,R_LEO,000-BBQ-798,2458445.89433,10.694,0.056,False,Johnson B,CCD,SFRA,1.218,False
71,R_LEO,000-BBQ-798,2458445.89494,8.626,0.017,False,Johnson V,CCD,SFRA,1.217,False
72,R_LEO,000-BBQ-798,2458446.90005,10.665,0.077,False,Johnson B,CCD,SFRA,1.203,False
73,R_LEO,000-BBQ-798,2458446.90005,10.695,0.068,False,Johnson B,CCD,SFRA,1.203,False
74,R_LEO,000-BBQ-798,2458446.90078,8.658,0.030,False,Johnson V,CCD,SFRA,1.203,False
75,R_LEO,000-BBQ-798,2458446.90078,8.646,0.034,False,Johnson V,CCD,SFRA,1.203,False
76,R_LEO,000-BBQ-798,2458495.74405,7.454,0.023,False,Johnson B,CCD,SFRA,1.241,False
77,R_LEO,000-BBQ-798,2458495.74459,6.107,0.005,False,Johnson V,CCD,SFRA,1.239,False
78,R_LEO,000-BBQ-798,2458496.79632,7.465,0.016,False,Johnson B,CCD,SFRA,1.185,False
79,R_LEO,000-BBQ-798,2458496.79678,6.032,0.010,False,Johnson V,CCD,SFRA,1.185,False
80,R LEO,000-BBQ-798,2458500.45004,5.882,0.001,False,Johnson V,CCD,FGP,,
81,R LEO,000-BBQ-798,2458507.70056,7.293,0.036,False,Johnson B,CCD,KNAA,2.545,True
82,R LEO,000-BBQ-798,2458507.70079,5.449,0.034,False,Johnson V,CCD,KNAA,2.538,True
83,R_LEO,000-BBQ-798,2458509.70094,6.910,0.018,False,Johnson B,CCD,SFRA,1.255,False
84,R_LEO,000-BBQ-798,2458509.70150,5.605,0.009,False,Johnson V,CCD,SFRA,1.254,False
85,R_LEO,000-BBQ-798,2458515.74428,6.893,0.022,False,Johnson B,CCD,SFRA,1.182,False
86,R_LEO,000-BBQ-798,2458515.74478,5.557,0.030,False,Johnson V,CCD,SFRA,1.182,False
87,R_LEO,000-BBQ-798,2458516.70073,6.881,0.014,False,Johnson B,CCD,SFRA,1.214,False
88,R_LEO,000-BBQ-798,2458516.70133,5.515,0.010,False,Johnson V,CCD,SFRA,1.213,False
89,R LEO,000-BBQ-798,2458517.40994,5.439,0.001,False,Johnson V,CCD,FGP,,
90,R LEO,000-BBQ-798,2458519.34861,5.523,0.02,False,Johnson V,CCD,TUB,,False
91,R_LEO,000-BBQ-798,2458520.73021,6.849,0.014,False,Johnson B,CCD,SFRA,1.182,False
92,R_LEO,000-BBQ-798,2458520.73080,5.520,0.003,False,Johnson V,CCD,SFRA,1.182,False
93,R_LEO,000-BBQ-798,2458526.71734,6.867,0.007,False,Johnson B,CCD,SFRA,1.183,False
94,R_LEO,000-BBQ-798,2458526.71794,5.453,0.045,False,Johnson V,CCD,SFRA,1.182,False
95,R_LEO,000-BBQ-798,2458531.65876,6.879,0.031,False,Johnson B,CCD,SFRA,1.216,False
96,R_LEO,000-BBQ-798,2458531.65933,5.506,0.030,False,Johnson V,CCD,SFRA,1.215,False
97,R LEO,000-BBQ-798,2458534.24583,5.862,0.06,False,Johnson V,CCD,TUB,,False
98,R LEO,000-BBQ-798,2458537.364236,5.634,0.045,False,Johnson V,DSLR,WNEA,1.680,True
99,R LEO,000-BBQ-798,2458537.364236,7.561,0.068,False,Johnson B,DSLR,WNEA,1.680,True
100,R LEO,000-BBQ-798,2458538.36944,6.2,,False,Johnson V,CCD,WKL,,False
101,R Leo,000-BBQ-798,2458538.5500,5.661,0.013,False,Johnson V,DSLR,SHS,1.475,True
102,R LEO,000-BBQ-798,2458540.33333,5.84,0.02,False,Johnson V,CCD,TUB,"3,5",False
103,R LEO,000-BBQ-798,2458540.356819,5.705,0.019,False,Johnson V,DSLR,WNEA,1.675,True
104,R LEO,000-BBQ-798,2458540.356819,7.815,0.028,False,Johnson B,DSLR,WNEA,1.675,True
105,R LEO,000-BBQ-798,2458540.36261,5.636,0.002,False,Johnson V,CCD,FGP,,
106,R LEO,000-BBQ-798,2458542.28889,5.935,0.03,False,Johnson V,CCD,TUB,"3,5",False
107,R LEO,000-BBQ-798,2458542.388677,5.768,0.019,False,Johnson V,DSLR,WNEA,1.466,True
108,R LEO,000-BBQ-798,2458542.388677,7.857,0.037,False,Johnson B,DSLR,WNEA,1.466,True
109,R LEO,000-BBQ-798,2458542.39503,5.747,0.019,False,Johnson V,DSLR,WNEA,1.442,True
110,R LEO,000-BBQ-798,2458542.39503,7.913,0.025,False,Johnson B,DSLR,WNEA,1.442,True
111,R_LEO,000-BBQ-798,2458543.63292,7.241,0.020,False,Johnson B,CCD,SFRA,1.205,False
112,R_LEO,000-BBQ-798,2458543.63346,5.869,0.004,False,Johnson V,CCD,SFRA,1.204,False
113,R LEO,000-BBQ-798,2458548.33403,6.215,0.03,False,Johnson V,CCD,TUB,"1,18",False
114,R_LEO,000-BBQ-798,2458549.61860,7.472,0.011,False,Johnson B,CCD,SFRA,1.203,False
115,R_LEO,000-BBQ-798,2458549.61910,6.091,0.004,False,Johnson V,CCD,SFRA,1.202,False
116,R_LEO,000-BBQ-798,2458550.64387,7.530,0.027,False,Johnson B,CCD,SFRA,1.183,False
117,R_LEO,000-BBQ-798,2458550.64448,6.132,0.009,False,Johnson V,CCD,SFRA,1.183,False
118,R Leo,000-BBQ-798,2458552.5416,6.103,0.071,False,Johnson V,DSLR,SHS,1.332,True
119,R LEO,000-BBQ-798,2458555.25694,6.542,0.03,False,Johnson V,CCD,TUB,"1,18",False
120,R_LEO,000-BBQ-798,2458555.63882,6.319,0.010,False,Johnson V,CCD,SFRA,1.183,False
121,R LEO,000-BBQ-798,2458560.28611,6.817,0.17,False,Johnson V,CCD,TUB,"3,5",False
122,R_LEO,000-BBQ-798,2458563.61453,6.563,0.039,False,Johnson V,CCD,SFRA,1.183,False
123,R LEO,000-BBQ-798,2458564.26042,6.88,0.03,False,Johnson V,CCD,TUB,"1,18",False
124,R LEO,000-BBQ-798,2458566.3750,8.71,0.03,False,Johnson B,DSLR,CTIA,1.2,True
125,R LEO,000-BBQ-798,2458566.3750,6.85,0.04,False,Johnson V,DSLR,CTIA,1.2,True
126,R_LEO,000-BBQ-798,2458566.59527,8.123,0.021,False,Johnson B,CCD,SFRA,1.184,False
127,R_LEO,000-BBQ-798,2458566.59575,6.712,0.018,False,Johnson V,CCD,SFRA,1.184,False
128,R LEO,000-BBQ-798,2458567.26042,6.832,0.04,False,Johnson V,CCD,TUB,"3,5",False
129,R LEO,000-BBQ-798,2458568.3667,8.6,0.1,False,Johnson B,DSLR,CTIA,1.2,True
130,R LEO,000-BBQ-798,2458568.3667,6.83,0.08,False,Johnson V,DSLR,CTIA,1.2,True
131,R LEO,000-BBQ-798,2458568.380043,6.614,0.020,False,Johnson V,DSLR,WNEA,1.319,True
132,R LEO,000-BBQ-798,2458568.380043,8.848,0.031,False,Johnson B,DSLR,WNEA,1.319,True
133,R LEO,000-BBQ-798,2458568.44672,6.489,0.002,False,Johnson V,CCD,FGP,,
134,R Leo,000-BBQ-798,2458568.5166,6.634,0.010,False,Johnson V,DSLR,SHS,1.274,True
135,R_LEO,000-BBQ-798,2458568.60245,8.144,0.018,False,Johnson B,CCD,SFRA,1.183,False
136,R_LEO,000-BBQ-798,2458568.60299,6.754,0.027,False,Johnson V,CCD,SFRA,1.183,False
137,R_LEO,000-BBQ-798,2458570.59642,6.738,0.013,False,Johnson V,CCD,SFRA,1.183,False
138,R LEO,000-BBQ-798,2458571.3563,8.9,0.1,False,Johnson B,DSLR,CTIA,1.2,True
139,R LEO,000-BBQ-798,2458571.3563,6.81,0.05,False,Johnson V,DSLR,CTIA,1.2,True
140,R LEO,000-BBQ-798,2458571.369751,6.683,0.024,False,Johnson V,DSLR,WNEA,1.321,True
141,R LEO,000-BBQ-798,2458571.369751,9.018,0.043,False,Johnson B,DSLR,WNEA,1.321,True
142,R LEO,000-BBQ-798,2458572.399087,6.727,0.041,False,Johnson V,DSLR,WNEA,1.312,True
143,R LEO,000-BBQ-798,2458572.399087,8.998,0.079,False,Johnson B,DSLR,WNEA,1.312,True
144,R LEO,000-BBQ-798,2458574.384983,6.786,0.021,False,Johnson V,DSLR,WNEA,1.310,True
145,R LEO,000-BBQ-798,2458574.384983,9.105,0.064,False,Johnson B,DSLR,WNEA,1.310,True
146,R LEO,000-BBQ-798,2458575.372009,6.819,0.039,False,Johnson V,DSLR,WNEA,1.312,True
147,R LEO,000-BBQ-798,2458575.372009,9.087,0.090,False,Johnson B,DSLR,WNEA,1.312,True
148,R LEO,000-BBQ-798,2458575.401895,6.774,0.040,False,Johnson V,DSLR,WNEA,1.319,True
149,R LEO,000-BBQ-798,2458575.401895,9.091,0.070,False,Johnson B,DSLR,WNEA,1.319,True
150,R_LEO,000-BBQ-798,2458575.58061,6.916,0.034,False,Johnson V,CCD,SFRA,1.183,False
151,R LEO,000-BBQ-798,2458579.2986,9.18,0.03,False,Johnson B,DSLR,CTIA,1.3,True
152,R LEO,000-BBQ-798,2458579.2986,7.14,0.05,False,Johnson V,DSLR,CTIA,1.3,True
153,R LEO,000-BBQ-798,2458584.344433,7.019,0.029,False,Johnson V,DSLR,WNEA,1.314,True
154,R LEO,000-BBQ-798,2458584.344433,9.391,0.073,False,Johnson B,DSLR,WNEA,1.314,True
155,R LEO,000-BBQ-798,2458585.401085,7.049,0.037,False,Johnson V,DSLR,WNEA,1.356,True
156,R LEO,000-BBQ-798,2458585.401085,9.478,0.085,False,Johnson B,DSLR,WNEA,1.356,True
157,R Leo,000-BBQ-798,2458585.5277,7.179,0.041,False,Johnson V,DSLR,SHS,1.199,True
158,R LEO,000-BBQ-798,2458591.67556,9.061,0.031,False,Johnson B,CCD,KNAA,1.090,True
159,R LEO,000-BBQ-798,2458591.67580,7.253,0.019,False,Johnson V,CCD,KNAA,1.090,True
160,R LEO,000-BBQ-798,2458592.410241,7.211,0.055,False,Johnson V,DSLR,WNEA,1.434,True
161,R LEO,000-BBQ-798,2458592.410241,9.579,0.134,False,Johnson B,DSLR,WNEA,1.434,True
162,R LEO,000-BBQ-798,2458593.3021,9.5,0.1,False,Johnson B,DSLR,CTIA,1.2,True
163,R LEO,000-BBQ-798,2458593.3021,7.44,0.01,False,Johnson V,DSLR,CTIA,1.2,True
164,R LEO,000-BBQ-798,2458593.3021,7.12,0.02,False,Johnson V,DSLR,CTIA,1.2,True
165,R LEO,000-BBQ-798,2458593.353176,7.245,0.044,False,Johnson V,DSLR,WNEA,1.319,True
166,R LEO,000-BBQ-798,2458593.353176,9.662,0.120,False,Johnson B,DSLR,WNEA,1.319,True
167,R LEO,000-BBQ-798,2458593.37909,7.112,0.002,False,Johnson V,CCD,FGP,,
168,R LEO,000-BBQ-798,2458594.353545,7.269,0.038,False,Johnson V,DSLR,WNEA,1.322,True
169,R LEO,000-BBQ-798,2458594.353545,9.672,0.104,False,Johnson B,DSLR,WNEA,1.322,True
170,R_LEO,000-BBQ-798,2458594.74053,9.061,0.067,False,Johnson B,CCD,SFRA,1.407,False
171,R LEO,000-BBQ-798,2458595.29583,8.034,0.03,False,Johnson V,CCD,TUB,"3,5",False
172,R LEO,000-BBQ-798,2458595.407175,7.257,0.048,False,Johnson V,DSLR,WNEA,1.453,True
173,R LEO,000-BBQ-798,2458595.407175,9.737,0.158,False,Johnson B,DSLR,WNEA,1.453,True
174,R_LEO,000-BBQ-798,2458595.69079,8.878,0.081,False,Johnson B,CCD,SFRA,1.177,False
175,R_LEO,000-BBQ-798,2458599.68926,9.040,0.067,False,Johnson B,CCD,SFRA,1.212,False
176,R_LEO,000-BBQ-798,2458601.68882,9.055,0.076,False,Johnson B,CCD,SFRA,1.230,False
177,R Leo,000-BBQ-798,2458602.5923,7.496,0.051,False,Johnson V,DSLR,SHS,1.471,True
178,R LEO,000-BBQ-798,2458604.37787,7.544,0.098,False,Johnson V,DSLR,WNEA,1.436,True
179,R LEO,000-BBQ-798,2458604.37787,9.962,0.227,False,Johnson B,DSLR,WNEA,1.436,True
180,R_LEO,000-BBQ-798,2458604.65587,8.943,0.116,False,Johnson B,CCD,SFRA,1.148,False
181,R LEO,000-BBQ-798,2458605.3188,9.50,0.09,False,Johnson B,DSLR,CTIA,1.2,True
182,R LEO,000-BBQ-798,2458605.3188,7.61,0.06,False,Johnson V,DSLR,CTIA,1.2,True
183,R_LEO,000-BBQ-798,2458605.65360,9.024,0.142,False,Johnson B,CCD,SFRA,1.150,False
184,R LEO,000-BBQ-798,2458606.31389,8.561,0.03,False,Johnson V,CCD,TUB,"3,5",False
185,R_LEO,000-BBQ-798,2458607.65713,9.038,0.068,False,Johnson B,CCD,SFRA,1.173,False
186,R LEO,000-BBQ-798,2458608.38518,7.612,0.024,False,Johnson V,DSLR,WNEA,1.512,True
187,R LEO,000-BBQ-798,2458608.38518,10.049,0.018,False,Johnson B,DSLR,WNEA,1.512,True
188,R_LEO,000-BBQ-798,2458608.65759,9.056,0.070,False,Johnson B,CCD,SFRA,1.184,False
189,R_LEO,000-BBQ-798,2458609.65530,9.034,0.067,False,Johnson B,CCD,SFRA,1.187,False
190,R LEO,000-BBQ-798,2458610.3278,9.6,0.1,False,Johnson B,DSLR,CTIA,1.3,True
191,R LEO,000-BBQ-798,2458610.3278,7.62,0.09,False,Johnson V,DSLR,CTIA,1.3,True
192,R LEO,000-BBQ-798,2458614.363438,8.204,0.04,False,Johnson V,CCD,RDAE,1.26,False
193,R LEO,000-BBQ-798,2458616.67461,9.776,0.037,False,Johnson B,CCD,KNAA,1.216,True
194,R LEO,000-BBQ-798,2458616.67486,7.861,0.022,False,Johnson V,CCD,KNAA,1.217,True
195,R_LEO,000-BBQ-798,2458617.69063,8.998,0.112,False,Johnson B,CCD,SFRA,1.508,False
196,R LEO,000-BBQ-798,2458620.39715,7.906,0.033,False,Johnson V,DSLR,WNEA,1.824,True
197,R LEO,000-BBQ-798,2458620.39715,10.102,0.107,False,Johnson B,DSLR,WNEA,1.824,True
198,R_LEO,000-BBQ-798,2458620.67139,9.305,0.117,False,Johnson B,CCD,SFRA,1.421,False
199,R LEO,000-BBQ-798,2458624.33056,9.325,0.06,False,Johnson V,CCD,TUB,"3,5",False
200,R LEO,000-BBQ-798,2458624.39886,7.992,0.012,False,Johnson V,DSLR,WNEA,1.959,True
201,R LEO,000-BBQ-798,2458624.39886,10.373,0.055,False,Johnson B,DSLR,WNEA,1.959,True
202,R Leo,000-BBQ-798,2458626.5618,8.135,0.018,False,Johnson V,DSLR,SHS,1.749,True
203,R LEO,000-BBQ-798,2458631.69606,10.214,0.041,False,Johnson B,CCD,KNAA,1.611,True
204,R LEO,000-BBQ-798,2458631.69669,8.209,0.022,False,Johnson V,CCD,KNAA,1.618,True
205,R LEO,000-BBQ-798,2458632.41345,8.227,0.030,False,Johnson V,DSLR,WNEA,2.566,True
206,R LEO,000-BBQ-798,2458632.41345,10.466,0.233,False,Johnson B,DSLR,WNEA,2.566,True
207,R LEO,000-BBQ-798,2458642.34583,10.257,0.15,False,Johnson V,CCD,TUB,6,False
208,R LEO,000-BBQ-798,2458655.98472,9.1,,False,Johnson V,CCD,TYGA,,False
209,R_LEO,000-BBQ-798,2458767.99126,9.864,0.041,False,Johnson B,CCD,SFRA,1.769,False
210,R_LEO,000-BBQ-798,2458767.99221,8.175,0.036,False,Johnson V,CCD,SFRA,1.757,False
211,R_LEO,000-BBQ-798,2458768.98794,9.830,0.032,False,Johnson B,CCD,SFRA,1.776,False
212,R_LEO,000-BBQ-798,2458768.98821,8.023,0.038,False,Johnson V,CCD,SFRA,1.776,False
213,R_LEO,000-BBQ-798,2458770.00035,9.836,0.058,False,Johnson B,CCD,SFRA,1.589,False
214,R_LEO,000-BBQ-798,2458770.00061,7.987,0.024,False,Johnson V,CCD,SFRA,1.588,False
215,R_LEO,000-BBQ-798,2458771.99517,9.684,0.030,False,Johnson B,CCD,SFRA,1.584,False
216,R_LEO,000-BBQ-798,2458771.99545,7.870,0.021,False,Johnson V,CCD,SFRA,1.582,False
217,R_LEO,000-BBQ-798,2458774.98272,9.557,0.045,False,Johnson B,CCD,SFRA,1.632,False
218,R_LEO,000-BBQ-798,2458774.98299,7.716,0.023,False,Johnson V,CCD,SFRA,1.632,False
219,R_LEO,000-BBQ-798,2458781.92409,9.340,0.021,False,Johnson B,CCD,SFRA,1.312,False
220,R_LEO,000-BBQ-798,2458789.92888,9.046,0.031,False,Johnson B,CCD,SFRA,1.223,False
221,R_LEO,000-BBQ-798,2458789.92904,7.497,0.022,False,Johnson V,CCD,SFRA,1.223,False
222,R_LEO,000-BBQ-798,2458791.82421,8.876,0.046,False,Johnson B,CCD,SFRA,1.982,False
223,R LEO,000-BBQ-798,2458791.82438,7.322,0.072,False,Johnson V,CCD,SFRA,1.980,False
224,R LEO,000-BBQ-798,2458798.5824,7.105,0.028,False,Johnson V,DSLR,VOL,1.80,True
225,R_LEO,000-BBQ-798,2458801.79758,7.188,0.049,False,Johnson V,CCD,SFRA,1.972,False
226,R_LEO,000-BBQ-798,2458804.78919,8.246,0.019,False,Johnson B,CCD,SFRA,1.975,False
227,R_LEO,000-BBQ-798,2458804.78935,6.733,0.058,False,Johnson V,CCD,SFRA,1.973,False
228,R_LEO,000-BBQ-798,2458810.92964,7.892,0.053,False,Johnson B,CCD,SFRA,1.184,False
229,R_LEO,000-BBQ-798,2458810.95652,6.442,0.008,False,Johnson V,CCD,SFRA,1.193,False
230,R_LEO,000-BBQ-798,2458817.91690,7.494,0.018,False,Johnson B,CCD,SFRA,1.183,False
231,R LEO,000-BBQ-798,2458818.6814,6.064,0.007,False,Johnson V,DSLR,VOL,1.25,True
232,R_LEO,000-BBQ-798,2458818.93132,7.418,0.023,False,Johnson B,CCD,SFRA,1.190,False
233,R_LEO,000-BBQ-798,2458818.93186,6.065,0.009,False,Johnson V,CCD,SFRA,1.191,False
234,R_LEO,000-BBQ-798,2458821.84566,7.284,0.064,False,Johnson B,CCD,SFRA,1.255,False
235,R_LEO,000-BBQ-798,2458821.84580,5.937,0.018,False,Johnson V,CCD,SFRA,1.255,False
236,R_LEO,000-BBQ-798,2458825.89495,7.170,0.058,False,Johnson B,CCD,SFRA,1.183,False
237,R_LEO,000-BBQ-798,2458825.89551,5.748,0.059,False,Johnson V,CCD,SFRA,1.184,False
238,R_LEO,000-BBQ-798,2458829.88529,7.019,0.031,False,Johnson B,CCD,SFRA,1.184,False
239,R_LEO,000-BBQ-798,2458829.88583,5.624,0.013,False,Johnson V,CCD,SFRA,1.184,False
240,R LEO,000-BBQ-798,2458837.6510,5.547,0.015,False,Johnson V,DSLR,VOL,1.27,True
241,R_LEO,000-BBQ-798,2458837.70880,7.017,0.022,False,Johnson B,CCD,SFRA,1.843,False
242,R_LEO,000-BBQ-798,2458837.70895,5.505,0.038,False,Johnson V,CCD,SFRA,1.841,False
243,R_LEO,000-BBQ-798,2458840.69150,7.008,0.010,False,Johnson B,CCD,SFRA,1.967,False
244,R_LEO,000-BBQ-798,2458840.69166,5.576,0.030,False,Johnson V,CCD,SFRA,1.965,False
245,R LEO,000-BBQ-798,2458841.4209,5.601,0.022,False,Johnson V,DSLR,VOL,2.49,True
246,R_LEO,000-BBQ-798,2458842.84958,7.058,0.051,False,Johnson B,CCD,SFRA,1.184,False
247,R_LEO,000-BBQ-798,2458842.85009,5.642,0.012,False,Johnson V,CCD,SFRA,1.184,False
248,R_LEO,000-BBQ-798,2458850.72853,7.306,0.011,False,Johnson B,CCD,SFRA,1.341,False
249,R_LEO,000-BBQ-798,2458850.72874,5.895,0.015,False,Johnson V,CCD,SFRA,1.340,False
250,R LEO,000-BBQ-798,2458854.7275,6.003,0.014,False,Johnson V,DSLR,VOL,1.97,True
251,R LEO,000-BBQ-798,2458860.3732,6.207,0.024,False,Johnson V,DSLR,VOL,2.40,True
252,R LEO,000-BBQ-798,2458869.6439,6.436,0.012,False,Johnson V,DSLR,VOL,1.56,True
253,R_LEO,000-BBQ-798,2458869.86866,7.878,0.006,False,Johnson B,CCD,SFRA,1.372,False
254,R LEO,000-BBQ-798,2458871.45012,6.294,0.002,False,Johnson V,CCD,FGP,,
255,R LEO,000-BBQ-798,2458871.45075,6.29,0.002,False,Johnson V,CCD,FGP,,
256,R_LEO,000-BBQ-798,2458871.76936,7.992,0.018,False,Johnson B,CCD,SFRA,1.184,False
257,R_LEO,000-BBQ-798,2458871.76977,6.520,0.038,False,Johnson V,CCD,SFRA,1.184,False
