#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
52,R SCT,000-BCD-304,2458350.35171,5.672,0.022,False,Johnson V,DSLR,ADI,1.748,True
53,R SCT,000-BCD-304,2458350.35171,6.969,0.033,False,Johnson B,DSLR,ADI,1.748,True
54,R SCT,000-BCD-304,2458355.04727,6.672,0.002,False,Johnson B,CCD,MSD,1.404,True
55,R SCT,000-BCD-304,2458355.04840,5.462,0.003,False,Johnson V,CCD,MSD,1.409,True
56,R SCT,000-BCD-304,2458356.06675,6.629,0.003,False,Johnson B,CCD,MSD,1.549,True
57,R SCT,000-BCD-304,2458356.06786,5.372,0.004,False,Johnson V,CCD,MSD,1.557,True
58,R Sct,000-BCD-304,2458358.5312,5.259,0.075,False,Johnson V,DSLR,SHS,1.574,True
59,R SCT,000-BCD-304,2458359.04608,6.544,0.003,False,Johnson B,CCD,MSD,1.461,True
60,R SCT,000-BCD-304,2458359.04721,5.297,0.006,False,Johnson V,CCD,MSD,1.467,True
61,R SCT,000-BCD-304,2458359.34476,5.249,0.015,False,Johnson V,DSLR,ADI,1.764,True
62,R SCT,000-BCD-304,2458359.34476,6.625,0.006,False,Johnson B,DSLR,ADI,1.764,True
63,R Sct,000-BCD-304,2458363.5194,4.984,0.048,False,Johnson V,DSLR,SHS,1.575,True
64,R SCT,000-BCD-304,2458365.33402,5.622,0.02,False,Johnson V,CCD,TUB,"2,00",False
65,R SCT,000-BCD-304,2458366.02189,6.302,0.002,False,Johnson B,CCD,MSD,1.430,True
66,R SCT,000-BCD-304,2458366.02303,5.047,0.002,False,Johnson V,CCD,MSD,1.436,True
67,R SCT,000-BCD-304,2458367.32986,6.167,0.02,False,Johnson V,CCD,TUB,"2,00",False
68,R SCT,000-BCD-304,2458369.00843,6.305,0.006,False,Johnson B,CCD,MSD,1.400,True
69,R SCT,000-BCD-304,2458369.00955,5.048,0.003,False,Johnson V,CCD,MSD,1.406,True
70,R SCT,000-BCD-304,2458371.34127,5.027,0.014,False,Johnson V,DSLR,ADI,1.849,True
71,R SCT,000-BCD-304,2458371.34127,6.407,0.014,False,Johnson B,DSLR,ADI,1.849,True
72,R Sct,000-BCD-304,2458371.4986,4.931,0.058,False,Johnson V,DSLR,SHS,1.575,True
73,R Sct,000-BCD-304,2458376.5145,4.956,0.062,False,Johnson V,DSLR,SHS,1.621,True
74,R SCT,000-BCD-304,2458386.31222,5.174,0.018,False,Johnson V,DSLR,ADI,1.907,True
75,R SCT,000-BCD-304,2458386.31222,6.668,0.022,False,Johnson B,DSLR,ADI,1.907,True
76,R Sct,000-BCD-304,2458386.5034,5.157,0.089,False,Johnson V,DSLR,SHS,1.675,True
77,R SCT,000-BCD-304,2458389.28333,6.105,0.03,False,Johnson V,CCD,TUB,"2,00",False
78,R Sct,000-BCD-304,2458393.4805,5.310,0.012,False,Johnson V,DSLR,SHS,1.661,True
79,R SCT,000-BCD-304,2458396.29742,5.372,0.016,False,Johnson V,DSLR,ADI,1.987,True
80,R SCT,000-BCD-304,2458396.29742,6.919,0.029,False,Johnson B,DSLR,ADI,1.987,True
81,R Sct,000-BCD-304,2458400.4993,5.376,0.051,False,Johnson V,DSLR,SHS,1.877,True
82,R SCT,000-BCD-304,2458401.26111,5.852,0.02,False,Johnson V,CCD,TUB,"2,00",False
83,R SCT,000-BCD-304,2458405.30467,5.558,0.019,False,Johnson V,DSLR,ADI,2.303,True
84,R SCT,000-BCD-304,2458405.30467,7.104,0.016,False,Johnson B,DSLR,ADI,2.303,True
85,R Sct,000-BCD-304,2458408.4861,5.468,0.086,False,Johnson V,DSLR,SHS,1.953,True
86,R SCT,000-BCD-304,2458575.31919,7.224,0.011,False,Johnson B,CCD,WEY,1.207,True
87,R SCT,000-BCD-304,2458575.31931,7.237,0.014,False,Johnson B,CCD,MSD,1.207,True
88,R SCT,000-BCD-304,2458575.32039,5.998,0.015,False,Johnson V,CCD,WEY,1.206,True
89,R Sct,000-BCD-304,2458575.32042,6.054,0.014,False,Johnson V,CCD,MSD,1.205,True
90,R SCT,000-BCD-304,2458578.31241,7.271,0.012,False,Johnson B,CCD,WEY,1.205,True
91,R SCT,000-BCD-304,2458578.31252,7.297,0.009,False,Johnson B,CCD,MSD,1.205,True
92,R SCT,000-BCD-304,2458578.31377,6.077,0.013,False,Johnson V,CCD,WEY,1.204,True
93,R SCT,000-BCD-304,2458578.31380,6.118,0.010,False,Johnson V,CCD,MSD,1.203,True
94,R SCT,000-BCD-304,2458582.28103,7.253,0.011,False,Johnson B,CCD,MSD,1.622,False
95,R SCT,000-BCD-304,2458582.28209,6.007,0.017,False,Johnson V,CCD,MSD,1.612,False
96,R SCT,000-BCD-304,2458585.29380,7.214,0.010,False,Johnson B,CCD,WEY,1.205,True
97,R SCT,000-BCD-304,2458585.29391,7.274,0.022,False,Johnson B,CCD,MSD,1.204,True
98,R SCT,000-BCD-304,2458585.29502,5.960,0.014,False,Johnson V,CCD,WEY,1.203,True
99,R SCT,000-BCD-304,2458585.29505,6.014,0.028,False,Johnson V,CCD,MSD,1.203,True
100,R SCT,000-BCD-304,2458595.39807,7.108,0.014,False,Johnson B,CCD,MSD,1.121,True
101,R SCT,000-BCD-304,2458595.39903,5.701,0.015,False,Johnson V,CCD,MSD,1.122,True
102,R SCT,000-BCD-304,2458597.26896,6.965,0.007,False,Johnson B,CCD,MSD,1.386,True
103,R SCT,000-BCD-304,2458597.26997,5.641,0.007,False,Johnson V,CCD,MSD,1.380,True
104,R Sct,000-BCD-304,2458610.6819,5.172,0.046,False,Johnson V,DSLR,SHS,3.026,True
105,R SCT,000-BCD-304,2458620.21455,6.569,0.006,False,Johnson B,CCD,MSD,1.189,True
106,R SCT,000-BCD-304,2458620.21567,5.187,0.016,False,Johnson V,CCD,MSD,1.189,True
107,R SCT,000-BCD-304,2458624.15539,6.598,0.014,False,Johnson B,CCD,MSD,1.272,True
108,R SCT,000-BCD-304,2458624.15652,5.167,0.024,False,Johnson V,CCD,MSD,1.269,True
109,R SCT,000-BCD-304,2458626.29958,6.621,0.015,False,Johnson B,CCD,MSD,1.378,True
110,R SCT,000-BCD-304,2458626.30072,5.181,0.016,False,Johnson V,CCD,MSD,1.383,True
111,R Sct,000-BCD-304,2458643.6250,5.298,0.068,False,Johnson V,DSLR,SHS,2.265,True
112,R SCT,000-BCD-304,2458658.10819,6.484,0.004,False,Johnson B,CCD,MSD,1.191,True
113,R SCT,000-BCD-304,2458658.10931,5.238,0.009,False,Johnson V,CCD,MSD,1.190,True
114,R SCT,000-BCD-304,2458660.03477,6.510,0.003,False,Johnson B,CCD,MSD,1.355,True
115,R SCT,000-BCD-304,2458660.03591,5.251,0.016,False,Johnson V,CCD,MSD,1.351,True
116,R SCT,000-BCD-304,2458661.20516,6.497,0.004,False,Johnson B,CCD,MSD,1.383,True
117,R SCT,000-BCD-304,2458661.20627,5.215,0.005,False,Johnson V,CCD,MSD,1.388,True
118,R SCT,000-BCD-304,2458662.44376,5.167,0.014,False,Johnson V,DSLR,ADI,1.852,True
119,R SCT,000-BCD-304,2458662.44376,6.532,0.030,False,Johnson B,DSLR,ADI,1.852,True
120,R SCT,000-BCD-304,2458668.07837,6.543,0.003,False,Johnson B,CCD,MSD,1.193,True
121,R SCT,000-BCD-304,2458668.07949,5.205,0.002,False,Johnson V,CCD,MSD,1.192,True
122,R SCT,000-BCD-304,2458669.18353,6.568,0.012,False,Johnson B,CCD,MSD,1.385,True
123,R SCT,000-BCD-304,2458669.18464,5.203,0.002,False,Johnson V,CCD,MSD,1.390,True
124,R Sct,000-BCD-304,2458673.6041,5.188,0.038,False,Johnson V,DSLR,SHS,1.707,True
125,R Sct,000-BCD-304,2458683.5875,5.325,0.075,False,Johnson V,DSLR,SHS,1.662,True
126,R SCT,000-BCD-304,2458684.13226,6.936,0.009,False,Johnson B,CCD,MSD,1.337,True
127,R SCT,000-BCD-304,2458684.13336,5.448,0.009,False,Johnson V,CCD,MSD,1.341,True
128,R SCT,000-BCD-304,2458686.38174,7.034,0.043,False,Johnson B,DSLR,ADI,1.837,True
129,R Sct,000-BCD-304,2458686.38174,5.471,0.012,False,Johnson V,DSLR,ADI,1.837,True
130,R SCT,000-BCD-304,2458688.34167,6.321,0.02,False,Johnson V,CCD,TUB,"5,8",False
131,R Sct,000-BCD-304,2458690.5861,5.586,0.028,False,Johnson V,DSLR,SHS,1.609,True
132,R Sct,000-BCD-304,2458696.7097,6.003,0.079,False,Johnson V,DSLR,SHS,2.090,True
133,R SCT,000-BCD-304,2458697.33819,6.524,0.02,False,Johnson V,CCD,TUB,2,False
134,R SCT,000-BCD-304,2458699.38197,6.193,0.035,False,Johnson V,DSLR,ADI,1.753,True
135,R SCT,000-BCD-304,2458699.38197,7.589,0.041,False,Johnson B,DSLR,ADI,1.753,True
136,R Sct,000-BCD-304,2458701.5486,6.249,0.036,False,Johnson V,DSLR,SHS,1.628,True
137,R SCT,000-BCD-304,2458714.32222,7.165,0.02,False,Johnson V,CCD,TUB,3,False
138,R Sct,000-BCD-304,2458716.5583,6.946,0.058,False,Johnson V,DSLR,SHS,1.578,True
139,R SCT,000-BCD-304,2458718.36338,7.090,0.039,False,Johnson V,DSLR,ADI,1.767,True
140,R SCT,000-BCD-304,2458722.35863,7.205,0.017,False,Johnson V,DSLR,ADI,1.779,True
141,R Sct,000-BCD-304,2458724.5333,7.081,0.039,False,Johnson V,DSLR,SHS,1.576,True
142,R SCT,000-BCD-304,2458730.32128,7.044,0.014,False,Johnson V,DSLR,ADI,1.754,True
143,R SCT,000-BCD-304,2458730.32128,8.281,0.019,False,Johnson B,DSLR,ADI,1.754,True
144,R SCT,000-BCD-304,2458737.31496,5.953,0.013,False,Johnson V,DSLR,ADI,1.773,True
145,R SCT,000-BCD-304,2458737.31496,7.309,0.025,False,Johnson B,DSLR,ADI,1.773,True
146,R Sct,000-BCD-304,2458740.5076,5.417,0.042,False,Johnson V,DSLR,SHS,1.598,True
147,R SCT,000-BCD-304,2458742.31227,5.313,0.014,False,Johnson V,DSLR,ADI,1.801,True
148,R SCT,000-BCD-304,2458742.31227,6.737,0.026,False,Johnson B,DSLR,ADI,1.801,True
149,R SCT,000-BCD-304,2458745.30385,5.098,0.019,False,Johnson V,DSLR,ADI,1.800,True
150,R SCT,000-BCD-304,2458745.30385,6.493,0.023,False,Johnson B,DSLR,ADI,1.800,True
151,R Sct,000-BCD-304,2458747.5138,4.883,0.033,False,Johnson V,DSLR,SHS,1.671,True
152,R SCT,000-BCD-304,2458748.29671,4.950,0.017,False,Johnson V,DSLR,ADI,1.803,True
153,R SCT,000-BCD-304,2458748.34097,5.381,0.03,False,Johnson V,CCD,TUB,5,False
154,R Sct,000-BCD-304,2458754.5034,4.662,0.034,False,Johnson V,DSLR,SHS,1.709,True
155,R SCT,000-BCD-304,2458756.29306,5.516,0.09,False,Johnson V,CCD,TUB,6,False
156,R Sct,000-BCD-304,2458772.4756,4.896,0.019,False,Johnson V,DSLR,SHS,1.837,True
157,R SCT,000-BCD-304,2458775.03571,6.300,0.003,False,Johnson B,CCD,MSD,1.798,True
158,R SCT,000-BCD-304,2458775.03661,5.033,0.005,False,Johnson V,CCD,MSD,1.809,True
159,R Sct,000-BCD-304,2458778.4534,4.974,0.041,False,Johnson V,DSLR,SHS,1.796,True
160,R Sct,000-BCD-304,2458783.4784,5.042,0.055,False,Johnson V,DSLR,SHS,2.171,True
161,R SCT,000-BCD-304,2458784.24167,6.094,0.01,False,Johnson V,CCD,TUB,6,False
162,R Sct,000-BCD-304,2458789.4555,5.077,0.024,False,Johnson V,DSLR,SHS,2.087,True
163,R SCT,000-BCD-304,2458918.27426,6.412,0.002,False,Johnson B,CCD,MSD,1.751,True
164,R SCT,000-BCD-304,2458918.27519,5.027,0.003,False,Johnson V,CCD,MSD,1.741,True
165,R SCT,000-BCD-304,2458919.26575,6.334,0.003,False,Johnson B,CCD,MSD,1.821,True
166,R SCT,000-BCD-304,2458919.26666,5.033,0.003,False,Johnson V,CCD,MSD,1.811,True
167,R SCT,000-BCD-304,2458920.28605,6.440,0.002,False,Johnson B,CCD,MSD,1.582,True
168,R SCT,000-BCD-304,2458920.28694,5.084,0.003,False,Johnson V,CCD,MSD,1.575,True
169,R SCT,000-BCD-304,2458921.28988,6.529,0.002,False,Johnson B,CCD,MSD,1.529,True
170,R SCT,000-BCD-304,2458921.29082,5.091,0.003,False,Johnson V,CCD,MSD,1.523,True
171,R SCT,000-BCD-304,2458940.31839,7.141,0.003,False,Johnson B,CCD,MSD,1.209,True
172,R SCT,000-BCD-304,2458940.31936,5.683,0.004,False,Johnson V,CCD,MSD,1.208,True
173,R SCT,000-BCD-304,2458943.30868,7.011,0.003,False,Johnson B,CCD,MSD,1.479,True
174,R SCT,000-BCD-304,2458943.30977,5.644,0.003,False,Johnson V,CCD,MSD,1.471,True
175,R SCT,000-BCD-304,2458946.29565,6.862,0.003,False,Johnson B,CCD,MSD,1.526,True
176,R SCT,000-BCD-304,2458946.29672,5.559,0.003,False,Johnson V,CCD,MSD,1.518,True
177,R SCT,000-BCD-304,2458948.29194,6.790,0.003,False,Johnson B,CCD,MSD,1.511,True
178,R SCT,000-BCD-304,2458948.29303,5.454,0.004,False,Johnson V,CCD,MSD,1.503,True
179,R SCT,000-BCD-304,2458950.28313,6.659,0.002,False,Johnson B,CCD,MSD,1.538,True
180,R SCT,000-BCD-304,2458950.28421,5.365,0.003,False,Johnson V,CCD,MSD,1.529,True
181,R Sct,000-BCD-304,2458965.6909,5.087,0.060,False,Johnson V,DSLR,SHS,3.853,True
182,R SCT,000-BCD-304,2458968.24968,6.407,0.002,False,Johnson B,CCD,MSD,1.419,True
183,R SCT,000-BCD-304,2458968.25075,5.036,0.003,False,Johnson V,CCD,MSD,1.412,True
184,R SCT,000-BCD-304,2458969.24825,6.453,0.002,False,Johnson B,CCD,MSD,1.404,True
185,R SCT,000-BCD-304,2458969.24934,5.019,0.009,False,Johnson V,CCD,MSD,1.398,True
186,R SCT,000-BCD-304,2458970.24366,6.448,0.002,False,Johnson B,CCD,MSD,1.420,True
187,R SCT,000-BCD-304,2458970.24478,5.039,0.002,False,Johnson V,CCD,MSD,1.414,True
188,R SCT,000-BCD-304,2458978.22363,6.698,0.003,False,Johnson B,CCD,MSD,1.406,True
189,R SCT,000-BCD-304,2458978.22464,5.224,0.003,False,Johnson V,CCD,MSD,1.400,True
190,R SCT,000-BCD-304,2458980.19999,6.823,0.003,False,Johnson B,CCD,MSD,1.543,True
191,R SCT,000-BCD-304,2458980.20098,5.214,0.003,False,Johnson V,CCD,MSD,1.535,True
192,R SCT,000-BCD-304,2458983.20253,6.907,0.003,False,Johnson B,CCD,MSD,1.454,True
193,R SCT,000-BCD-304,2458983.20360,5.291,0.003,False,Johnson V,CCD,MSD,1.447,True
194,R Sct,000-BCD-304,2458984.6402,5.312,0.062,False,Johnson V,DSLR,SHS,3.787,True
195,R SCT,000-BCD-304,2458988.21559,7.147,0.003,False,Johnson B,CCD,MSD,1.298,True
196,R SCT,000-BCD-304,2458988.21663,5.522,0.003,False,Johnson V,CCD,MSD,1.294,True
197,R SCT,000-BCD-304,2458989.19454,7.157,0.004,False,Johnson B,CCD,MSD,1.403,True
198,R SCT,000-BCD-304,2458989.19559,5.538,0.003,False,Johnson V,CCD,MSD,1.397,True
199,R Sct,000-BCD-304,2458989.7493,5.281,0.043,False,Johnson V,DSLR,SHS,1.661,True
200,R SCT,000-BCD-304,2458990.19046,7.207,0.004,False,Johnson B,CCD,MSD,1.406,True
201,R SCT,000-BCD-304,2458990.19150,5.596,0.003,False,Johnson V,CCD,MSD,1.400,True
202,R SCT,000-BCD-304,2458991.18575,7.273,0.003,False,Johnson B,CCD,MSD,1.425,True
203,R SCT,000-BCD-304,2458991.18682,5.657,0.003,False,Johnson V,CCD,MSD,1.418,True
204,R SCT,000-BCD-304,2458994.12561,7.481,0.003,False,Johnson B,CCD,MSD,1.331,True
205,R SCT,000-BCD-304,2458994.12660,5.876,0.003,False,Johnson V,CCD,MSD,1.328,True
206,R SCT,000-BCD-304,2458995.14301,7.567,0.003,False,Johnson B,CCD,MSD,1.263,True
207,R SCT,000-BCD-304,2458995.14398,5.919,0.003,False,Johnson V,CCD,MSD,1.260,True
208,R SCT,000-BCD-304,2459004.097,6.504,,False,Johnson V,CCD,ZHAB,,False
209,R SCT,000-BCD-304,2459004.399,6.6,,False,Johnson V,CCD,ZHAB,,False
210,R SCT,000-BCD-304,2459009.082,6.497,,False,Johnson V,CCD,ZHAB,,False
211,R SCT,000-BCD-304,2459009.392,6.522,,False,Johnson V,CCD,ZHAB,,False
212,R SCT,000-BCD-304,2459011.441,6.502,,False,Johnson V,CCD,ZHAB,,False
213,R SCT,000-BCD-304,2459012.379,6.533,,False,Johnson V,CCD,ZHAB,,False
214,R SCT,000-BCD-304,2459013.085,6.528,,False,Johnson V,CCD,ZHAB,,False
215,R SCT,000-BCD-304,2459014.43264,6.646,0.01,False,Johnson V,CCD,TUB,,False
216,R SCT,000-BCD-304,2459015.413,6.564,,False,Johnson V,CCD,ZHAB,,False
217,R SCT,000-BCD-304,2459016.042,6.369,,False,Johnson V,CCD,ZHAB,,False
218,R SCT,000-BCD-304,2459016.396,6.222,,False,Johnson V,CCD,ZHAB,,False
219,R SCT,000-BCD-304,2459017.104,6.308,,False,Johnson V,CCD,ZHAB,,False
220,R SCT,000-BCD-304,2459019.00840,7.295,0.003,False,Johnson B,CCD,MSD,1.648,True
221,R SCT,000-BCD-304,2459019.00936,6.099,0.003,False,Johnson V,CCD,MSD,1.639,True
222,R Sct,000-BCD-304,2459019.6048,5.853,0.020,False,Johnson V,DSLR,SHS,2.134,True
223,R SCT,000-BCD-304,2459020.105,5.826,,False,Johnson V,CCD,ZHAB,,False
224,R SCT,000-BCD-304,2459021.10397,7.061,0.003,False,Johnson B,CCD,MSD,1.427,True
225,R SCT,000-BCD-304,2459021.10515,5.859,0.003,False,Johnson V,CCD,MSD,1.420,True
226,R SCT,000-BCD-304,2459022.077,5.991,,False,Johnson V,CCD,ZHAB,,False
227,R SCT,000-BCD-304,2459022.09728,6.983,0.003,False,Johnson B,CCD,MSD,1.454,True
228,R SCT,000-BCD-304,2459022.09828,5.786,0.003,False,Johnson V,CCD,MSD,1.448,True
229,R SCT,000-BCD-304,2459024.40486,6.205,0.02,False,Johnson V,CCD,TUB,,False
230,R SCT,000-BCD-304,2459024.45982,5.516,0.021,False,Johnson V,DSLR,ADI,1.823,True
231,R SCT,000-BCD-304,2459024.45982,6.923,0.040,False,Johnson B,DSLR,ADI,1.823,True
232,R SCT,000-BCD-304,2459026.1,5.489,,False,Johnson V,CCD,ZHAB,,False
233,R SCT,000-BCD-304,2459029.06811,6.660,0.003,False,Johnson B,CCD,MSD,1.221,True
234,R SCT,000-BCD-304,2459029.06925,5.358,0.003,False,Johnson V,CCD,MSD,1.219,True
235,R SCT,000-BCD-304,2459029.97465,6.617,0.003,False,Johnson B,CCD,MSD,1.679,True
236,R SCT,000-BCD-304,2459029.97541,5.304,0.003,False,Johnson V,CCD,MSD,1.672,True
237,R SCT,000-BCD-304,2459030.101,5.320,,False,Johnson V,CCD,ZHAB,,False
238,R SCT,000-BCD-304,2459033.006,5.218,,False,Johnson V,CCD,ZHAB,,False
239,R SCT,000-BCD-304,2459033.17197,6.530,0.003,False,Johnson B,CCD,MSD,1.117,True
240,R SCT,000-BCD-304,2459033.17294,5.195,0.003,False,Johnson V,CCD,MSD,1.117,True
241,R SCT,000-BCD-304,2459034.05529,6.507,0.003,False,Johnson B,CCD,MSD,1.557,True
242,R SCT,000-BCD-304,2459034.05640,5.204,0.003,False,Johnson V,CCD,MSD,1.549,True
243,R SCT,000-BCD-304,2459035.216,5.112,,False,Johnson V,CCD,ZHAB,,False
244,R SCT,000-BCD-304,2459039.14,5.133,,False,Johnson V,CCD,ZHAB,,False
245,R SCT,000-BCD-304,2459040.12559,6.490,0.003,False,Johnson B,CCD,MSD,1.139,True
246,R SCT,000-BCD-304,2459040.12666,5.143,0.003,False,Johnson V,CCD,MSD,1.137,True
247,R SCT,000-BCD-304,2459041.136,5.143,,False,Johnson V,CCD,ZHAB,,False
248,R SCT,000-BCD-304,2459041.15605,6.491,0.003,False,Johnson B,CCD,MSD,1.166,True
249,R SCT,000-BCD-304,2459041.15718,5.169,0.003,False,Johnson V,CCD,MSD,1.167,True
250,R SCT,000-BCD-304,2459041.37708,5.959,0.03,False,Johnson V,CCD,TUB,,False
251,R Sct,000-BCD-304,2459041.5833,4.988,0.074,False,Johnson V,DSLR,SHS,1.779,True
252,R SCT,000-BCD-304,2459042.17127,6.504,0.003,False,Johnson B,CCD,MSD,1.117,True
253,R SCT,000-BCD-304,2459042.17227,5.170,0.002,False,Johnson V,CCD,MSD,1.118,True
254,R SCT,000-BCD-304,2459043.06679,6.499,0.003,False,Johnson B,CCD,MSD,1.293,True
255,R SCT,000-BCD-304,2459043.06786,5.177,0.003,False,Johnson V,CCD,MSD,1.289,True
256,R SCT,000-BCD-304,2459043.41855,5.053,0.029,False,Johnson V,DSLR,ADI,1.790,True
257,R SCT,000-BCD-304,2459043.41855,6.536,0.035,False,Johnson B,DSLR,ADI,1.790,True
258,R SCT,000-BCD-304,2459050.40793,5.130,0.014,False,Johnson V,DSLR,ADI,1.771,True
259,R SCT,000-BCD-304,2459050.40793,6.616,0.018,False,Johnson B,DSLR,ADI,1.771,True
260,R SCT,000-BCD-304,2459051.17127,6.593,0.003,False,Johnson B,CCD,MSD,1.146,True
261,R SCT,000-BCD-304,2459051.17227,5.249,0.003,False,Johnson V,CCD,MSD,1.148,True
262,R SCT,000-BCD-304,2459052.13123,6.626,0.003,False,Johnson B,CCD,MSD,1.114,True
263,R SCT,000-BCD-304,2459052.13221,5.251,0.002,False,Johnson V,CCD,MSD,1.114,True
264,R SCT,000-BCD-304,2459054.01843,6.651,0.003,False,Johnson B,CCD,MSD,1.391,True
265,R SCT,000-BCD-304,2459054.01949,5.263,0.003,False,Johnson V,CCD,MSD,1.385,True
266,R SCT,000-BCD-304,2459055.12226,5.455,0.004,False,Johnson B,CCD,MSD,1.117,True
267,R SCT,000-BCD-304,2459055.12352,5.294,0.003,False,Johnson V,CCD,MSD,1.114,True
268,R SCT,000-BCD-304,2459060.00598,6.629,0.003,False,Johnson B,CCD,MSD,1.369,True
269,R SCT,000-BCD-304,2459060.00705,5.238,0.003,False,Johnson V,CCD,MSD,1.363,True
270,R SCT,000-BCD-304,2459060.40839,5.173,0.027,False,Johnson V,DSLR,ADI,1.748,True
271,R SCT,000-BCD-304,2459060.40839,6.644,0.030,False,Johnson B,DSLR,ADI,1.748,True
272,R SCT,000-BCD-304,2459060.90088,6.642,0.003,False,Johnson B,CCD,MSD,1.577,True
273,R SCT,000-BCD-304,2459060.90185,5.268,0.003,False,Johnson V,CCD,MSD,1.570,True
274,R SCT,000-BCD-304,2459062.18034,6.657,0.003,False,Johnson B,CCD,MSD,1.253,True
275,R SCT,000-BCD-304,2459062.18132,5.314,0.003,False,Johnson V,CCD,MSD,1.256,True
276,R SCT,000-BCD-304,2459063.027,5.06,,False,Johnson V,CCD,ZHAB,,False
277,R SCT,000-BCD-304,2459063.04552,6.588,0.003,False,Johnson B,CCD,MSD,1.207,True
278,R SCT,000-BCD-304,2459063.04664,5.294,0.003,False,Johnson V,CCD,MSD,1.208,True
279,R SCT,000-BCD-304,2459067.40967,5.179,0.017,False,Johnson V,DSLR,ADI,1.770,True
280,R SCT,000-BCD-304,2459067.40967,6.538,0.028,False,Johnson B,DSLR,ADI,1.770,True
281,R Sct,000-BCD-304,2459070.5715,5.098,0.010,False,Johnson V,DSLR,SHS,1.575,True
282,R SCT,000-BCD-304,2459072.08875,6.363,0.003,False,Johnson B,CCD,MSD,1.434,True
283,R SCT,000-BCD-304,2459072.08990,5.283,0.003,False,Johnson V,CCD,MSD,1.440,True
284,R SCT,000-BCD-304,2459077.36267,4.872,0.010,False,Johnson V,DSLR,ADI,1.748,True
285,R SCT,000-BCD-304,2459077.36267,6.014,0.024,False,Johnson B,DSLR,ADI,1.748,True
286,R Sct,000-BCD-304,2459082.5506,4.650,0.031,False,Johnson V,DSLR,SHS,1.575,True
287,R SCT,000-BCD-304,2459085.34567,4.835,0.019,False,Johnson V,DSLR,ADI,1.751,True
288,R SCT,000-BCD-304,2459085.34567,6.085,0.017,False,Johnson B,DSLR,ADI,1.751,True
289,R Sct,000-BCD-304,2459093.5333,4.875,0.025,False,Johnson V,DSLR,SHS,1.586,True
290,R Sct,000-BCD-304,2459099.5215,5.012,0.063,False,Johnson V,DSLR,SHS,1.592,True
291,R SCT,000-BCD-304,2459100.31890,5.123,0.015,False,Johnson V,DSLR,ADI,1.769,True
292,R SCT,000-BCD-304,2459100.31890,6.606,0.021,False,Johnson B,DSLR,ADI,1.769,True
293,R Sct,000-BCD-304,2459104.5229,5.189,0.049,False,Johnson V,DSLR,SHS,1.626,True
294,R SCT,000-BCD-304,2459111.33764,5.436,0.017,False,Johnson V,DSLR,ADI,1.972,True
295,R SCT,000-BCD-304,2459111.33764,7.016,0.010,False,Johnson B,DSLR,ADI,1.972,True
296,R Sct,000-BCD-304,2459112.5416,5.405,0.044,False,Johnson V,DSLR,SHS,1.816,True
297,R SCT,000-BCD-304,2459124.65012,6.034,0.005,False,Johnson V,CCD,MSD,1.626,True
298,R SCT,000-BCD-304,2459126.64391,7.732,0.009,False,Johnson B,CCD,MSD,1.620,True
299,R SCT,000-BCD-304,2459126.64485,6.280,0.005,False,Johnson V,CCD,MSD,1.628,True
300,R SCT,000-BCD-304,2459127.29861,6.634,0.02,False,Johnson V,CCD,TUB,,False
301,R SCT,000-BCD-304,2459127.64249,7.789,0.010,False,Johnson B,CCD,MSD,1.631,True
302,R SCT,000-BCD-304,2459127.64346,6.341,0.006,False,Johnson V,CCD,MSD,1.640,True
303,R SCT,000-BCD-304,2459127.67666,7.802,0.003,False,Johnson B,CCD,MSD,2.079,True
304,R SCT,000-BCD-304,2459127.67789,6.344,0.003,False,Johnson V,CCD,MSD,2.100,True
305,R SCT,000-BCD-304,2459128.60075,6.451,0.003,False,Johnson V,CCD,MSD,1.379,True
306,R SCT,000-BCD-304,2459128.64223,6.490,0.006,False,Johnson V,CCD,MSD,1.654,True
307,R SCT,000-BCD-304,2459129.67780,7.999,0.003,False,Johnson B,CCD,MSD,2.203,True
308,R SCT,000-BCD-304,2459129.67903,6.575,0.004,False,Johnson V,CCD,MSD,2.228,True
309,R Sct,000-BCD-304,2459131.4909,6.681,0.069,False,Johnson V,DSLR,SHS,1.824,True
310,R SCT,000-BCD-304,2459131.60277,8.198,0.004,False,Johnson B,CCD,MSD,1.429,True
311,R SCT,000-BCD-304,2459131.63377,6.808,0.007,False,Johnson V,CCD,MSD,1.652,True
312,R SCT,000-BCD-304,2459131.66274,8.212,0.004,False,Johnson B,CCD,MSD,2.028,True
313,R SCT,000-BCD-304,2459131.66399,6.837,0.004,False,Johnson V,CCD,MSD,2.049,True
314,R SCT,000-BCD-304,2459132.60154,8.313,0.004,False,Johnson B,CCD,MSD,1.437,True
315,R SCT,000-BCD-304,2459132.60242,6.928,0.004,False,Johnson V,CCD,MSD,1.442,True
316,R SCT,000-BCD-304,2459132.62778,8.335,0.012,False,Johnson B,CCD,MSD,1.622,True
317,R SCT,000-BCD-304,2459132.62878,6.987,0.007,False,Johnson V,CCD,MSD,1.631,True
318,R SCT,000-BCD-304,2459133.59773,6.995,0.008,False,Johnson V,CCD,DDMB,1.389,False
319,R SCT,000-BCD-304,2459133.62650,8.488,0.011,False,Johnson B,CCD,MSD,1.635,True
320,R SCT,000-BCD-304,2459133.62650,8.486,0.011,False,Johnson B,CCD,MSD,1.635,True
