jd,time,mag,band,ra,dec,angDist,src_table,time_col_name,time_scale
2451541.0,277.0,14.945,r,69.16003388888888,1.062963611111111,0.16051336253629978,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.129,r,69.23901138888888,0.8523077777777777,0.16106099370171795,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451541.0,277.0,15.426,r,69.16427222222221,1.075263611111111,0.1621065122324612,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451540.0,276.0,12.718,r,69.18290305555554,0.8938916666666665,0.16216746197708298,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451540.0,276.0,16.271,r,69.39565638888888,0.8624624999999999,0.16223580472132068,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451539.0,275.0,14.858,r,69.43550055555555,1.0978994444444443,0.16256076995208843,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451540.0,276.0,12.807,r,69.43690916666665,0.900416111111111,0.16267494017951775,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451540.0,276.0,8.833,r,69.17482666666666,0.903311111111111,0.16275253184196953,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451541.0,277.0,15.225,r,69.45057999999999,1.0759844444444444,0.16323046595158736,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451540.0,276.0,16.348,r,69.23605583333332,0.849068611111111,0.16524986094661553,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,11.843,r,69.47204222222221,1.0149363888888887,0.1658683797756806,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.655,r,69.14735888888887,1.0448722222222222,0.16624624070436048,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451541.0,277.0,16.132,r,69.26848472222221,1.1601433333333333,0.16633032102612888,I/282/cmc12,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,5.559,r,69.30018583333333,0.9991163888888888,0.006840718820772729,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.338,r,69.30367805555555,0.9870605555555554,0.011741535801314417,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.592,r,69.30301722222221,1.0096275,0.011974868359734098,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.107,r,69.29478916666666,0.997783611111111,0.01220310386924405,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.767,r,69.29443916666666,0.9990194444444443,0.012559965498708706,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.203,r,69.29665472222221,0.9908122222222221,0.012771224673332979,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.429,r,69.29854999999999,1.0085391666666665,0.013241914022526564,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.844,r,69.29922249999998,0.9873874999999999,0.01341200337681621,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.046,r,69.3027025,1.0111980555555553,0.013562873523485187,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.266,r,69.30445472222222,1.0120377777777776,0.013940885290880506,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.988,r,69.29390888888888,0.9934602777777777,0.013948008890715841,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,6.738,r,69.32045083333333,1.002738611111111,0.014170739659361251,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.261,r,69.31866888888888,0.9901552777777777,0.014259488005203057,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.65,r,69.30467805555554,0.9842383333333332,0.014276548317244824,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.178,r,69.29386833333332,0.991294722222222,0.014878851280337004,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.97,r,69.32151722222221,0.9943108333333331,0.015077980293135916,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.994,r,69.32084166666665,0.9906524999999998,0.01584119415989078,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.053,r,69.29955972222221,1.0126894444444443,0.01616568863824951,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.307,r,69.31957722222221,0.9878724999999998,0.016367833643498125,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.431,r,69.31478916666666,1.0128819444444443,0.016515332841581454,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,14.659,r,69.29448222222221,0.9872641666666665,0.016691352286933005,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.054,r,69.32319166666666,0.9932991666666665,0.016969438198387785,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.051,r,69.32485999999999,0.9975341666666665,0.017892918102316073,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.496,r,69.31595333333333,1.0138430555555553,0.01792158505399489,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.893,r,69.3195272222222,1.0114302777777775,0.018138615106007065,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.392,r,69.30114999999999,0.9811408333333332,0.01814921511792267,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.796,r,69.32160083333332,1.0091569444444444,0.018191081425939226,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,17.152,r,69.32510583333332,0.9962469444444443,0.018240190632455765,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.714,r,69.31413972222221,1.0153869444444443,0.018499500578164817,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.815,r,69.32523305555554,1.0022024999999999,0.018655119117835857,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,14.786,r,69.31102999999999,1.0165919444444442,0.01870721804422255,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.903,r,69.32099166666666,1.0107422222222222,0.01871706776086917,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.4,r,69.31679388888888,1.0142869444444442,0.018733334806525424,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.677,r,69.32252916666665,1.0089230555555555,0.018812232272342903,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,15.437,r,69.32376138888888,1.0072155555555553,0.018985635393114257,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.36,r,69.30784305555555,1.0179655555555553,0.019656608865203696,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
2451542.0,278.0,16.447,r,69.32530499999999,1.0055530555555554,0.019693516137447964,I/282/cmc12rej,JD-2451264,JD-2451264.0 -> JD
