#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
89,S VIR,000-BBT-732,2460459.43590,9.180,0.010,False,Johnson V,CCD,MJOE,1.653,False
90,S VIR,000-BBT-732,2460462.8224,8.7,0.1,False,Johnson V,CCD,CK,,False
91,S VIR,000-BBT-732,2460708.95439,12.024,0.005,False,Johnson V,CCD,MZK,1.671,True
92,S VIR,000-BBT-732,2460708.95539,12.012,0.003,False,Johnson V,CCD,MZK,1.676,True
93,S Vir,000-BBT-732,2460782.41609,11.257,0.026,False,Johnson V,CCD,MJOE,1.7132,False
94,S Vir,000-BBT-732,2460782.4166,13.147,0.022,False,Johnson B,CCD,MJOE,1.7107,False
95,S Vir,000-BBT-732,2460797.395961,10.509,0.039,False,Johnson V,CCD,MJOE,1.6108,False
96,S Vir,000-BBT-732,2460797.396551,12.184,0.048,False,Johnson B,CCD,MJOE,1.6083,False
97,S VIR,000-BBT-732,2460813.36875,9.902,0.003,False,Johnson V,CCD,GBEE,,False
98,S Vir,000-BBT-732,2460824.443322,9.753,0.025,False,Johnson V,CCD,MJOE,1.6903,False
99,S Vir,000-BBT-732,2460835.425556,9.616,0.017,False,Johnson V,CCD,MJOE,1.7682,False
100,S Vir,000-BBT-732,2460835.427824,11.116,0.037,False,Johnson B,CCD,MJOE,1.785,False
101,S VIR,000-BBT-732,2460840.7730,9.2,0.05,False,Johnson V,CCD,CK,,False
102,S VIR,000-BBT-732,2460851.405174,9.147,0.032,False,Johnson V,CCD,MJOE,1.978,False
103,S VIR,000-BBT-732,2460851.406586,10.567,0.033,False,Johnson B,CCD,MJOE,1.994,False
104,S Vir,000-BBT-732,2460856.382639,8.784,0.003,False,Johnson V,CCD,GBEE,,False
